question,choices,answer,answer_letter,category,country,image_id,question_type,annotation_id,model_answer,Evaluation,run_time
ما هو العنصر الذي يظهر في الصورة ويقع في الزاوية الشمالية الغربية من المعلم المعماري الرئيسي؟,['A. المئذنة المربعةB. البِمارستانC. المنبر الخشبيD. البُركة المربعة'],المئذنة المربعة,A,Architecture,Syria,123405,multiple_choice,713,المئذنة المربعة,1.0,1.7
اللبنة التي تظهر في الصورة تستخدم في المطبخ الشرقي فقط.,[],'FALSE',nan,Food,Lebanon,104874,true_false,10465,FALSE,0.714,1.47
كما يظهر في الصورة، فإن الحدود بين الدول محددة بخطوط متقطعة.,[],'TRUE',nan,Geography,Mauritania,38924.png,true_false,13649,FALSE,0.0,1.18
ما هو التقليد الذي يظهر في الصورة ويستخدم لإضافة الإضاءة الجميلة للمنازل؟,['A. النقوش على الحجارةB. الحجار الملونةC. السقوف الخشبيةD. الزجاج الملون في النوافذ'],الزجاج الملون في النوافذ,D,Architecture,Yemen,464,multiple_choice,59,D. الزجاج الملون في النوافذ,0.889,1.36
هل تعتبر المهياوة غنية بالعناصر الغذائية مثل الفسفور والكالسيوم والعديد من الفيتامينات؟,[],'TRUE',nan,Food,Bahrain,46700,true_false,6433,TRUE,0.667,1.28
كما يظهر في الصورة، ترتدي المرأة بدلة سوداء مع تفاصيل بنفسجية على الحواف.,[],'TRUE',nan,Architecture,Palestine,3029,true_false,447,صواب,0.0,1.6
ما هو العنصر الذي يظهر في الصورة ويوجد في أعلى البرج؟,['A. قبة مزخرفةB. شرفة حجرية مع سياج حديدي أسودC. منارة خشبيةD. نافذة زجاجية كبيرة'],شرفة حجرية مع سياج حديدي أسود,B,Architecture,Palestine,2840,multiple_choice,89,شرفة حجرية مع سياج حديدي أسود,1.0,1.62
ما هو الطبق الرئيسي الذي يظهر في الصورة ويُستخدم كقاعدة لتقديم اللحم والخضروات؟,['A. خبز التوست' 'B. عنجيرة' 'C. رقاق' 'D. فلافل'],عنجيرة,B,Food,Sudan,101050,multiple_choice,17867,عنجيرة,1.0,1.45
ما هو الشكل المعماري المميز الذي يظهر في الصورة ويعد رمزاً دينياً مهماً في الديانة الإيزيدية؟,"['A. الأضرحة المخروطية' 'B. القباب الدائرية' 'C. النوافذ المقوسة'
 'D. الأعمدة الطويلة']",الأضرحة المخروطية,A,Architecture,Iraq,78353,multiple_choice,17118,الأضرحة المخروطية,1.0,2.13
في أي مدينة تونسية لا يزال صنع الذي يظهر في الصورة قائماً في محل وحيد بنهج القصبة؟,['A. صفاقس' 'B. تونس' 'C. قابس' 'D. سوسة'],تونس,B,Handicrafts,Tunisia,21060.png,multiple_choice,16954,B. تونس,0.571,2.32
القبة التي تتوسط المشهد في الصورة مغطاة بصفائح ذهبية مشرقة.,['{}'],'TRUE',,Architecture,Syria,123488,true_false,1053,صواب,0.0,1.07
ما هو الغرض من استخدام المرمر الأزرق في البيوت الموصلية كما يظهر في الصورة؟,"['A. لإضافة لمسة جمالية فقط' 'B. لزيادة وزن السقف'
 'C. لتحسين الإضاءة الطبيعية' 'D. لمنع تآكلها ولبرودتها في موسم الصيف']",لمنع تآكلها ولبرودتها في موسم الصيف,D,Architecture,Iraq,78070,multiple_choice,15934,D. لمنع تآكلها ولبرودتها في موسم الصيف,0.921,2.05
هل كما يظهر في الصورة، توجد أعلام سلطنة عمان على جانبي الميزة المعمارية الرئيسية.؟,['{}'],'TRUE',,Geography,Oman,40136.png,true_false,10346,TRUE,0.667,1.68
تم تغيير اسم المطار في 5 يوليو 2012 إلى اسم يحمل اسم ولي عهد المملكة العربية السعودية سابقاً، كما يظهر في الصورة.,['{}'],'TRUE',,Architecture,Saudi_Arabia,32263,true_false,8553,صواب,0.0,1.51
ما هي المادة التي تم استخدامها في بناء الأعمدة الضخمة التي تظهر في الصورة؟,['A. الجرانيت' 'B. الرخام' 'C. الحجر الجيري' 'D. الطوب الأحمر'],الطوب الأحمر,D,Architecture,Egypt,107027,multiple_choice,226,لا أستطيع تحديد المادة المستخدمة في بناء الأعمدة من خلال الصورة.,0.0,3.1
كيف يتم تشكيل الطعام الذي يظهر في الصورة عادةً في جزيرة العرب؟,"['A. بشكل مكعبات' 'B. بشكل أسطواني' 'C. بشكل كرات' 'D. ,بشكل عشوائي']",بشكل كرات,C,Food,Saudi_Arabia,133213,multiple_choice,9441,C. بشكل كرات,0.75,1.5
ما هي الطريقة التي تم ترتيب الصخور بها في البناء الذي يظهر في الصورة؟,['A. بشكل غير نظامي' 'B. بشكل متناظر' 'C. بشكل هرمي' 'D. بشكل دائري'],بشكل غير نظامي,A,Geography,UAE,9363.png,multiple_choice,15657,A. بشكل غير نظامي,0.824,7.89
ما هو المنتج الذي يظهر في الصورة ويُعتبر رمزاً للتراث الثقافي والصناعي في فلسطين؟,"['A. العنب النابلسي' 'B. الصابون النابلسي' 'C. التمر النابلسي'
 'D. الزيت النابلسي']",الصابون النابلسي,B,Architecture,Palestine,3015,multiple_choice,463,B. الصابون النابلسي,0.842,2.28
ما هو المنتج التقليدي الذي يظهر في الصورة ويُعد جزءًا مهمًا من الثقافة المحلية في البلدة القديمة؟,"['A. الأدوات الحرفية' 'B. الحلويات التقليدية' 'C. الملابس التقليدية'
 'D. الخضروات الطازجة']",الحلويات التقليدية,B,Architecture,Palestine,2893,multiple_choice,8924,الحلويات التقليدية,1.0,2.02
ما هو الموقع الجغرافي الذي ينتمي إليه المبنى الذي يظهر في الصورة؟,"['A. مدينة جبلة التاريخية في اليمن' 'B. مدينة الحديدة' 'C. مدينة عدن'
 'D. مدينة صنعاء']",مدينة جبلة التاريخية في اليمن,A,Architecture,Yemen,523,multiple_choice,492,لا أستطيع تحديد الموقع الجغرافي للمبنى الذي يظهر في الصورة.,0.0,3.1
ما هو النوع الموسيقي الذي يرتبط ارتباطا وثيقا بالآلة التي تظهر في الصورة؟,"['A. الموسيقى الحديثة' 'B. الطرب الغرناطي' 'C. الصنعة'
 'D. الموسيقى الشعبية']",الطرب الغرناطي,B,Music,Algeria,311.png,multiple_choice,20854,B. الطرب الغرناطي,0.824,1.45
ما هي المدينة التي تتميز بالمباني التاريخية والمعمارية الفريدة الظاهر في الصورة؟,['A. بغداد' 'B. سامراء' 'C. كربلاء' 'D. الموصل'],سامراء,B,Architecture,Iraq,78256,multiple_choice,16439,الموصل,0.0,1.61
ما هو النوع من الأشجار الذي يظهر في الصورة وينمو على ضفاف الخليج؟,['A. أشجار القرم' 'B. أشجار الصنوبر' 'C. أشجار النخيل' 'D. أشجار الزيتون'],أشجار القرم,A,Geography,Bahrain,39619.png,multiple_choice,14765,أشجار القرم,1.0,1.55
ما هي الميزة المعمارية التي يظهر في الصورة وتدعم سقف المسجد؟,"['A. البوابات المقوسة' 'B. الأعمدة الرخامية البيضاء' 'C. النوافذ الزجاجية'
 'D. السجاد الملون']",الأعمدة الرخامية البيضاء,B,Architecture,Iraq,78033,multiple_choice,16006,B. الأعمدة الرخامية البيضاء,0.889,1.85
ما هو الحيوان الذي يظهر في الصورة ويُعتبر رمزاً للقوة والسلطة في الثقافة الآشورية؟,['A. الثور' 'B. النمر' 'C. الأسد' 'D. الحمار'],الأسد,C,Architecture,Iraq,78323,multiple_choice,17089,C. الأسد,0.625,1.83
المنامة هي المركز المالي والاقتصادي للبحرين.,['{}'],'TRUE',,Geography,Bahrain,54942.png,true_false,11986,TRUE,0.667,1.84
ما هو المكان الذي يظهر في الصورة ويشير إلى نشاط يومي في الحرم الجامعي؟,"['A. مبنى الكلية' 'B. أشجار خضراء وكثيفة' 'C. أعمدة إضاءة'
 'D. ممر واسع ومرصوف بالرخام']",ممر واسع ومرصوف بالرخام,D,Geography,Qatar,58505.png,multiple_choice,14146,D. ممر واسع ومرصوف بالرخام,0.885,2.35
ما هي الحارات الرئيسية التي تشكل فسيفساء من الأحواش والأزقة المتشابكة في البلدة القديمة الظاهر في الصورة؟,"['A. حارة القريون' 'B. حارة الحبلة' 'C. حارة القيسارية'
 'D. حارة الياسمينة']",حارة القريون,A,Architecture,Palestine,2970,multiple_choice,9077,A. حارة القريون,0.8,1.27
ما هو العنصر المعماري الذي يظهر في الصورة ويشير إلى التدهور في البلدة القديمة؟,"['A. الباب الأخضر المغلق' 'B. أكوام الحجارة والأنقاض'
 'C. الأعمدة الحجرية السليمة' 'D. الجدران الحجرية القديمة']",أكوام الحجارة والأنقاض,B,Architecture,Palestine,2858,multiple_choice,8931,أكوام الحجارة والأنقاض,1.0,1.49
ما هي المساحة التي تغطيها البحيرة الهادئة والواسعة التي تظهر في الصورة؟,"['A. حوالي 200 هكتاراً' 'B. حوالي 500 هكتاراً' 'C. حوالي 350 هكتاراً'
 'D. حوالي 100 هكتاراً']",حوالي 350 هكتاراً,C,Geography,Oman,29255.png,multiple_choice,11292,لا أستطيع تحديد المساحة التي تغطيها البحيرة بناءً على الصورة.,0.0,2.43
الزخارف الهندسية والنباتية التي تظهر في الصورة تستخدم فقط للزينة ولا تلعب دورًا وظيفيًا في المبنى.,['{}'],'FALSE',,Architecture,Iraq,78074,true_false,16015,TRUE,0.0,1.13
ما هي المناسبة التي يتم الاحتفال بها في منتصف شهر رمضان أو شعبان كما يظهر في الصورة؟,['A. عيد الفطر' 'B. القرقيعان' 'C. عيد الأضحى' 'D. ليلة القدر'],القرقيعان,B,Geography,Bahrain,3418.png,multiple_choice,15009,القرقيعان,1.0,1.84
السوق التجاري في نواكشوط يعكس التنوع الثقافي والاقتصادي للمدينة كما يظهر في الصورة.,['{}'],'TRUE',,Geography,Mauritania,83172.png,true_false,13809,TRUE,0.667,1.51
الظاهر في الصورة يمثل التطور والحداثة في الكويت.,['{}'],'TRUE',,Architecture,Kuwait,106957,true_false,14439,TRUE,0.667,1.12
ما هو الموقع الذي يقع فيه المبنى الذي يظهر في الصورة؟,['A. الصحراء السوريةB. السهل الساحلي لطرطوسC. الجبال الشرقية لحلبD. الجبال الغربية لدمشق بالقرب من وادي الزبداني'],الجبال الغربية لدمشق بالقرب من وادي الزبداني,D,Architecture,Syria,123515,multiple_choice,825,لا أستطيع تحديد الموقع بناءً على الصورة.,0.0,2.03
ما هو العنصر المعماري الذي يكشف عن آثار التآكل عبر الزمن في القلعة الظاهر في الصورة؟,['A. الأسوار الخارجيةB. الأبراج الداخليةC. البوابات الرئيسيةD. الجدران المحيطة بالقلعة'],الجدران المحيطة بالقلعة,D,Architecture,Lebanon,18875,multiple_choice,11868,A. الأسوار الخارجية,0.0,5.27
ما هو الشعار العسكري الذي يظهر في الصورة على العمودين؟,['A. شعار رياضيB. شعار تجاريC. شعار حكومي مدنيD. شعار عسكري'],شعار عسكري,D,Architecture,Kuwait,106859,multiple_choice,6604,شعار عسكري,1.0,1.44
كان مفدي زكريا عضوًا في جبهة التحرير الوطني الجزائري.,[],'TRUE',nan,Music,Algeria,44013.png,true_false,20872,FALSE,0.0,1.31
ما هو نوع الآلة الموسيقية الذي يظهر في الصورة؟,['A. الربابةB. القانونC. الطبلةD. العود'],العود,D,Music,Jordan,50685.png,multiple_choice,16159,العود,1.0,1.3
كما يظهر في الصورة، تتميز الأزياء التقليدية الجزائرية بتنوعها وغناها الثقافي.,[],'TRUE',nan,Clothes,Algeria,8224.png,true_false,26344,TRUE,0.667,1.53
"ما هي المكتبة التي كما يظهر في الصورة وتحتوي على ما يقرب من 7,000 كتاب؟",['A. مكتبة في مقر بنك دبي الإسلاميB. مكتبة في محطة الحافلات المركزيةC. مكتبة عامة في مسجد الملك فيصلD. مكتبة في حديقة الاتحاد'],مكتبة عامة في مسجد الملك فيصل,C,Geography,UAE,83869.png,multiple_choice,16102,C. مكتبة عامة في مسجد الملك فيصل,0.906,1.83
تم تأسيس الزاوية على يد الشيخ عبد السلام الأسمر الفيتوري في مدينة زليتن بغرب ليبيا.,[],'TRUE',nan,Geography,Libya,738.png,true_false,18882,TRUE,0.667,1.63
ما هو الدور الذي تلعبه النباتات كما يظهر في الصورة في الحفاظ على البيئة في المغرب؟,['A. تزيد من الجفافB. السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكلC. تقلل من التنوع البيولوجيD. تزيد من التآكل'],السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكل,B,Flora,Morocco,6605.png,multiple_choice,16615,B. السيلينة الساحلية تلعب دورًا مهمًا في الحفاظ على التربة ومواجهة التآكل,0.959,2.78
ما هو الاسم الذي يُعرف به الزي التقليدي الذي يظهر في الصورة في العاصمة الجزائرية والمناطق المحيطة بها؟,['A. العجارB. الكساءC. الحايكD. العقال'],الحايك,C,Clothes,Algeria,27346.png,multiple_choice,26421,الحايك,1.0,1.41
ما هي الفترة التاريخية التي يعود إليها الموقع الذي يظهر في الصورة؟,['A. العصر البرونزيB. العصر الإسلاميC. العصر الحديديD. العصر الحجري'],العصر البرونزي,A,Geography,UAE,9383.png,multiple_choice,15041,A. العصر البرونزي,0.824,2.21
كما يظهر في الصورة، تقع أطلال القلعة ضمن منطقة تدريب خاصة بقوات الكوماندوز البحريين الإسرائيلية، مما يجعلها مغلقة أمام الجمهور.,[],'TRUE',nan,Architecture,Palestine,3122,true_false,1170,TRUE,0.667,1.13
ما هو المعلم المعماري البارز الذي يظهر في الصورة ويقع في محافظة مسقط بسلطنة عمان؟,['A. جامع السلطان قابوس الأكبرB. المسجد الحرامC. جامع الشيخ زايدD. المسجد النبوي'],جامع السلطان قابوس الأكبر,A,Architecture,Oman,105386,multiple_choice,4062,جامع السلطان قابوس الأكبر,1.0,1.61
ما هو العنصر المعماري الذي يظهر في الصورة ويرتفع بجانب المسجد، متوهجاً في السماء؟,['A. المباني المحيطةB. القباب البيضاءC. البرج المئذنةD. النوافذ الكبيرة'],البرج المئذنة,C,Architecture,Yemen,553,multiple_choice,1888,C. البرج المئذنة,0.812,1.01
ما هي الميزة التي كما يظهر في الصورة وتعكس التراث الإسلامي الغني في القاهرة؟,['A. الأسوار البسيطة في الزياداتB. الحصى المحيطة بالمسجدC. الأبواب الداخلية الدائريةD. الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة'],الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة,D,Architecture,Egypt,107078,multiple_choice,528,D. الفتحات النصف دائرية والنوافذ الصغيرة المزخرفة,0.939,1.43
كما يظهر في الصورة، فإن السماء صافية وزرقاء.,[],'TRUE',nan,Geography,UAE,9758.png,true_false,10773,FALSE,0.0,1.25
ما هي الشكل الهندسي للهياكل التي يظهر في الصورة؟,['A. أبراج مستطيلةB. مدافن مخروطية الشكلC. هياكل مربعةD. قباب دائرية'],مدافن مخروطية الشكل,B,Geography,UAE,9368.png,multiple_choice,15053,D. قباب دائرية,0.0,2.63
ما هو المعلم الذي يظهر في الصورة ويتميز بتصميمه المستطيل ومساحته الواسعة؟,['A. الحصن العباسيB. قلعة سامراءC. المسجد الأمويD. حصن الأخيضر'],حصن الأخيضر,D,Architecture,Iraq,78351,multiple_choice,17116,حصن الأخيضر,1.0,2.73
ما هي المنطقة السكنية التي تقع في محافظة حولي والتي كما يظهر في الصورة تتميز بأشجار كثيفة على جانبي الشارع؟,['A. الرميثيةB. بيانC. حوليD. البدع'],الرميثية,A,Geography,Kuwait,4457.png,multiple_choice,18485,A. الرميثية,0.727,1.11
تم هدم قوس فلليني في عام 1970.,[],'TRUE',nan,LandMarks,Libya,131550,true_false,18040,TRUE,0.667,1.1
تُظهر الصورة جانباً من هذا المعلم التاريخي الذي يضم أكثر من 164 قبراً لأفراد الأسرة المالكة.,[],'TRUE',nan,Architecture,Tunisia,45049,true_false,196,صواب/خطأ: TRUE,0.0,1.38
ما هو المعلم الديني الذي يظهر في الصورة في الخلفية؟,['A. جامع الإمام تركي بن عبد اللهB. المسجد النبويC. قصر الحكمD. قصر المصمك'],جامع الإمام تركي بن عبد الله,A,Architecture,Saudi_Arabia,32214,multiple_choice,4030,قصر المصمك,0.0,1.26
ما هو المعلم المعماري الذي يظهر في الصورة وسط المساحة المكشوفة؟,['A. المنارةB. المحراب الرئيسيC. القبة الكبيرةD. الزيادات'],القبة الكبيرة,C,Architecture,Egypt,107007,multiple_choice,210,القبة الكبيرة,1.0,1.6
ما هي الميزة المعمارية الظاهر في الصورة التي توفر الظل لجزء من المدرجات؟,['A. حديقة صغيرةB. برج الإنارةC. سقف معدنيD. مبنى إداري'],سقف معدني,C,Geography,Mauritania,83174.png,multiple_choice,13941,C. سقف معدني,0.75,1.33
ما هي المنطقة الجغرافية التي تقع فيها المدينة التي كما يظهر في الصورة؟,['A. شمال شبه الجزيرة العربيةB. شرق الخليج العربيC. جنوب جون الكويت على الخليج العربيD. وسط شبه الجزيرة العربية'],جنوب جون الكويت على الخليج العربي,C,Geography,Kuwait,58522.png,multiple_choice,16447,C. جنوب جون الكويت على الخليج العربي,0.917,1.59
في أي مناسبة ثقافية يتم تقديم الحلوى التي تظهر في الصورة بشكل شائع في العراق؟,['A. الكريسماسB. شهر رمضان المباركC. عيد الفطرD. عيد الأضحى'],شهر رمضان المبارك,B,Food,Iraq,132494,multiple_choice,14897,ب. شهر رمضان المبارك,0.85,2.0
ما هو الجنس النباتي الذي يظهر في الصورة وله أهمية بيئية في مناطق متنوعة ؟,['A. الكناريB. ماديراC. الخيميةD. دروسا'],دروسا,D,Flora,Morocco,31818.png,multiple_choice,16909,C. الخيمية,0.0,1.77
ما هو السبب الذي يظهر في الصورة لوجود الطائرات في هذا المكان؟,['A. إجراء صيانة دورية للطائرات الحربيةB. تدريب الطيارين على الطائرات الحديثةC. عرض مجموعة من الطائرات التاريخيةD. تخزين الطائرات العسكرية القديمة'],عرض مجموعة من الطائرات التاريخية,C,Architecture,Saudi_Arabia,32221,multiple_choice,4398,C. عرض مجموعة من الطائرات التاريخية,0.914,1.46
كما يظهر في الصورة، ما هو الموقع الذي يقع على الضفة الغربية لبحيرة ناصر؟,['A. القلعة الصالحيةB. القلعة الفاطميةC. معابد أبو سمبلD. القلعة الأيوبيّة'],معابد أبو سمبل,C,LandMarks,Egypt,19675,multiple_choice,17740,C. معابد أبو سمبل,0.824,1.28
ما هي الميزة المعمارية التقليدية التي تستخدم في بناء المباني القديمة كما يظهر في الصورة؟,['A. الأقواسB. الجدران الحجرية الداكنةC. القبابD. الزخارف الجصية'],الجدران الحجرية الداكنة,B,Architecture,Yemen,545,multiple_choice,3059,A. الأقواس,0.0,1.1
ما هي الزخارف التي تحيط بالمدخل الرئيسي كما يظهر في الصورة؟,['A. الأضواء المثبتةB. الزخارف الهندسيةC. الأشجار النخيلD. الكتابات العربية'],الكتابات العربية,D,Architecture,Iraq,78025,multiple_choice,15909,B. الزخارف الهندسية,0.0,1.11
ما نوع الطائر الذي يظهر في الصورة؟,['A. البطB. سلالات سقطرى الغاقC. العقابD. النورس'],سلالات سقطرى الغاق,B,Geography,Bahrain,31085.png,multiple_choice,11894,سلالات سقطرى الغاق,1.0,1.31
ما هو الطبق الذي يظهر في الصورة ويُعد وجبة رئيسية في الولائم العائلية في الأردن؟,['A. ورق العنبB. الكفتةC. المنسفD. المحشي'],ورق العنب,A,Food,Jordan,18296,multiple_choice,20938,A. ورق العنب,0.75,2.61
ما هو اللون الذي يغطي المبنى الضخم الذي يظهر في الصورة؟,['A. لون أبيضB. لون أصفرC. لون أزرقD. لون بني داكن'],لون بني داكن,D,Architecture,Saudi_Arabia,32220,multiple_choice,4397,لون بني داكن,1.0,1.83
ما هو المدخل الذي يظهر في الصورة؟,['A. ممر تحت الأرضB. باب حديديC. فتحة مغطاة بالأشجار والنباتاتD. نافذة زجاجية'],فتحة مغطاة بالأشجار والنباتات,C,Architecture,Syria,123418,multiple_choice,724,C. فتحة مغطاة بالأشجار والنباتات,0.906,1.54
ما هو نوع المسار الذي يظهر في الصورة؟,['A. مسارات رمليةB. مسارات أرضيةC. مسارات مرصوفةD. مسارات خشبية'],مسارات مرصوفة,C,Geography,Qatar,29997.png,multiple_choice,14256,مسارات مرصوفة,1.0,1.69
ما هو الموسم الذي يعكسه المشهد الذي يظهر في الصورة؟,['A. فصل الصيفB. فصل الخريفC. فصل الربيعD. فصل الشتاء'],فصل الشتاء,D,Architecture,Palestine,2879,multiple_choice,8910,B. فصل الخريف,0.0,1.39
يعتبر الشاي جزءًا من الهوية الوطنية المصرية.,[],'صحيح',nan,Food,Egypt,68437,true_false,376,TRUE,0.0,1.75
الذي يظهر في الصورة يعكس جوًا تاريخيًا وثقافيًا غنيًا، ما هي الألوان الدافئة التي تهيمن على المشهد؟,['A. الحمراء والبنيةB. الأزرق والأخضرC. الأصفر والبنيD. الوردية والبيضاء'],الأصفر والبني,C,Architecture,Egypt,107032,multiple_choice,240,A. الحمراء والبنية,0.0,1.59
يظهر في الصورة أن المطار محاط بمساحات خضراء واسعة.,[],'TRUE',nan,Architecture,Tunisia,45157,true_false,4019,صواب,0.0,1.45
ما هي الميزة المعمارية التي يظهر في الصورة وترتفع بفخامة على تلة صخرية؟,['A. الكنائس القديمةB. قلعة سان جيلC. القصور الملكيةD. المساجد التاريخية'],قلعة سان جيل,B,Architecture,Lebanon,18888,multiple_choice,11879,B. قلعة سان جيل,0.8,1.63
ما هو الطائر الذي يظهر في الصورة ويتميز بصدره البرتقالي اللامع؟,['A. النورسB. العصفور الرماديC. أبو الحنَّاء الأوروبيD. البلبل'],أبو الحنَّاء الأوروبي,C,Fauna,Morocco,36657.png,multiple_choice,25056,أبو الحنَّاء الأوروبي,1.0,1.64
ما هي البيئات التي يتكيف معها النبات الذي يظهر في الصورة بشكل طبيعي في المغرب؟,['A. المناطق الحضرية فقطB. المناطق الساحلية فقطC. البيئات الجبلية والمناطق ذات المناخ المعتدلD. المناطق الصحراوية فقط'],البيئات الجبلية والمناطق ذات المناخ المعتدل,C,Flora,Morocco,36480.png,multiple_choice,16906,C. البيئات الجبلية والمناطق ذات المناخ المعتدل,0.935,1.99
ما هو العنصر المعماري الذي يظهر في الصورة ويعتبر أطول مئذنة طينية في العالم؟,['A. المحراب الجصيB. الرواق المكشوفC. الصخور الجبليةD. المئذنة الشاهقة'],المئذنة الشاهقة,D,Architecture,Yemen,519,multiple_choice,487,D. المئذنة الشاهقة,0.833,1.73
ما هي الجدران التي تحيط بالمدرسة الظاهر في الصورة؟,['A. جدران من الخرسانةB. جدران من الطينC. جدران من الزجاجD. جدران من الحجر'],جدران من الحجر,D,Architecture,Lebanon,19098,multiple_choice,11967,A. جدران من الخرسانة,0.55,1.21
ما هو العنصر الطبيعي الذي يحيط بالمنطقة كما يظهر في الصورة ويعطيها جواً من الطبيعة والهدوء؟,['A. أشجار نخيل خضراءB. نباتات الصبارC. أشجار الزيتونD. أشجار الصنوبر'],أشجار نخيل خضراء,A,Geography,Qatar,38590.png,multiple_choice,14099,أ. أشجار نخيل خضراء,0.842,1.46
ما هي الزخارف التي تزين الأقواس في المبنى الذي يظهر في الصورة؟,['A. الزخارف الهندسية المعقدةB. الزخارف النباتية والرخاميةC. النقش الكتابي المحفورD. النقوش الزخرفية المتقنة'],النقوش الزخرفية المتقنة,D,Architecture,Iraq,78069,multiple_choice,15933,B. الزخارف النباتية والرخامية,0.0,2.08
ما هي المادة التي تغطي القبة كما يظهر في الصورة؟,['A. الخشبB. الزجاجC. الرصاصD. الحجر'],الرصاص,C,Architecture,Palestine,2855,multiple_choice,97,D. الحجر,0.0,1.15
تُصنف القطعة التقليدية التي تظهر في الصورة ضمن الأزياء المهمة في اليونسكو.,[],'TRUE',nan,Clothes,Algeria,42704.png,true_false,26349,صواب,0.0,1.42
كما يظهر في الصورة، تم بناء المدافن على مدار حوالي 500 عام بين عامي 3200 و 2700 قبل الميلاد.,[],'TRUE',nan,Geography,UAE,9364.png,true_false,15678,صواب,0.0,1.74
ما هي الآثار التي تحيط بالمسرح الذي يظهر في الصورة وتشير إلى عمره التاريخي؟,['A. الأشجار الخضراءB. المقاعد المدرجةC. السماء الملبدة بالغيومD. بقايا الأعمدة والأسوار'],بقايا الأعمدة والأسوار,D,LandMarks,Algeria,5341,multiple_choice,26472,D. بقايا الأعمدة والأسوار,0.88,1.59
ما هو الهيكل الذي يظهر في الصورة ويعتبر رمزاً للعبادة والتقديس للآلهة في الحضارة السومرية؟,['A. الحصنB. الزقورةC. السوقD. المنزل'],الزقورة,B,Architecture,Iraq,78156,multiple_choice,15942,الزقورة,1.0,1.55
ما هو التاريخ التقريبي للموقع الأثري كما يظهر في الصورة؟,['A. أواخر القرن الثامن عشر أو أوائل القرن التاسع عشرB. أواخر القرن السابع عشرC. أواخر القرن العشرينD. أواخر القرن التاسع عشر'],أواخر القرن الثامن عشر أو أوائل القرن التاسع عشر,A,Geography,Qatar,61297.png,multiple_choice,14065,A. أواخر القرن الثامن عشر أو أوائل القرن التاسع عشر,0.941,2.36
ما هو الحدث الرياضي التاريخي الذي استضافه المكان الذي يظهر في الصورة في عام 1980؟,['A. كأس العالم لكرة القدمB. كأس الخليج العربيC. بطولة آسيا للألعاب الأولمبيةD. نهائي كأس آسيا 1980'],نهائي كأس آسيا 1980,D,Architecture,Kuwait,106963,multiple_choice,14450,A. كأس العالم لكرة القدم,0.0,1.66
ما هي الحلوى التقليدية التي تظهر في الصورة؟,['A. القطايفB. الكنافةC. كعك العيدD. البسبوسة'],كعك العيد,C,Food,Egypt,68208,multiple_choice,280,C. كعك العيد,0.75,1.48
ما هو المكون الرئيسي الذي يظهر في الصورة ويستخدم في تحضير هذا الطبق؟,['A. الخيارB. الطماطمC. البندورةD. البصل'],البندورة,C,Food,Jordan,18372,multiple_choice,16351,B. الطماطم,0.0,2.04
إمارة عجمان هي أصغر الإمارات مساحة في دولة الإمارات العربية المتحدة.,[],'TRUE',nan,Geography,UAE,25019.png,true_false,16104,TRUE,0.667,0.85
ما هو العنصر المعماري الذي يظهر في الصورة ويستخدم للوضوء في المنازل العربية التقليدية؟,['A. الثكنة العسكريةB. النافورةC. الإيوانD. البلاط الخزفي'],النافورة,B,Architecture,Syria,123521,multiple_choice,831,B. النافورة,0.727,1.73
يُعتبر النبات الظاهر في الصورة طفيليًا ويعتمد على النباتات الأخرى للحصول على مغذياته.,[],'TRUE',nan,Flora,Morocco,38807.png,true_false,22230,صواب,0.0,1.27
ما هو المكان الذي يظهر في الصورة ويعتبر من الأماكن السياحية الدينية في سوريا؟,['A. باب الفراديسB. المسجد الأمويC. مقام رقية بنت الحسينD. سوق العمارة'],مقام رقية بنت الحسين,C,Architecture,Syria,123479,multiple_choice,773,C. مقام رقية بنت الحسين,0.87,1.72
ما هو المعلم المعماري الذي يظهر في الصورة ويتميز بتصميمه القوي والمتين؟,['A. المسجد الأقصىB. قصر الحير الغربيC. قلعة الكركD. البيرة'],قصر الحير الغربي,B,Architecture,Palestine,2827,multiple_choice,9010,ب. قصر الحير الغربي,0.842,2.27
ما هو النهر الذي يحيط بالمدينة كما يظهر في الصورة ويضيف جمالاً للمناظر المعمارية؟,['A. نهر الفراتB. نهر النيلC. نهر السندD. نهر دجلة'],نهر دجلة,D,Architecture,Iraq,78332,multiple_choice,17100,نهر دجلة,1.0,1.25
ما هو المعلم الذي يظهر في الصورة ويشكل نصف دائرة حول المسرح الرئيسي؟,['A. الأعمدة الحجريةB. الدرجات المدرجة المصنوعة من الحجارة الصفراءC. الأشجار الخضراءD. الهوامش الحجرية المتناثرة'],الدرجات المدرجة المصنوعة من الحجارة الصفراء,B,LandMarks,Algeria,5349,multiple_choice,26477,B. الدرجات المدرجة المصنوعة من الحجارة الصفراء,0.935,2.18
المنطقة المحيطة بالذي يظهر في الصورة تتميز بتنوعها الجغرافي والثقافي وتعكس الحياة الريفية التقليدية في المنطقة.,[],'TRUE',nan,Geography,UAE,8615.png,true_false,10806,FALSE,0.0,1.33
