id,imgname,query,ground_truth,ground_truth_ar,type,model_answer,evaluation_passed,run_time
13237,two_col_104818.png,ما هو متوسط معدل رضا العملاء في الصناعة في كولومبيا عام 2015؟,73.2,٧٣.٢,augmented,73.1%,True,0.891
13238,two_col_1361.png,ما هي نسبة المستخدمين الذين تتراوح أعمارهم بين 25 و 34 عامًا والذين كانوا على تويتر اعتبارًا من أبريل 2021؟,38.5,٣٨.٥,augmented,38.5%,True,0.773
13239,two_col_1361.png,ما هي نسبة المستخدمين الذين تبلغ أعمارهم 50 عامًا فأكثر والذين كانوا على تويتر في أبريل 2021؟,17.1,١٧.١,augmented,17.1%,True,0.966
13240,two_col_104356.png,ما هي نسبة النجاح للفئة العمرية من 21 إلى 29 عامًا بين أبريل 2020 ومارس 2021؟,75.8,٧٥.٨,augmented,75.8%,True,0.783
13241,two_col_43225.png,ما مقدار الخسائر في الممتلكات المؤمن عليها التي تسبب بها قصف السفارة الإسرائيلية في بوينس آيرس؟,55,٥٥,augmented,"$27,125 مليون",False,0.812
13242,two_col_43225.png,ما هي إجمالي الخسائر في الممتلكات المؤمن عليها من الهجمات الإرهابية في نيويورك وواشنطن وبنسلفانيا؟,27125,٢٧١٢٥,augmented,"$27,125 مليون",False,0.802
13243,two_col_61943.png,ما كان متوسط سعر القمح في أريزونا للبوشل؟,6.55,٦.٥٥,augmented,6.55 $,True,0.644
13244,two_col_101360.png,ما هو نمو الإنفاق على البحث والتطوير في صناعة الكيماويات الأمريكية في عام 2011؟,9.2,٩.٢,augmented,9.2%,True,0.963
13245,two_col_62792.png,ما كان معدل المواليد في أستراليا عام 1980؟,15.8,١٥.٨,augmented,14.4 ولادة لكل 1000 نسمة,False,0.931
13246,two_col_23110.png,كم عدد الكنديين الذين توفوا بسبب مرض الزهايمر في عام 2019؟,16.4,١٦.٤,augmented,"16.4 لكل 100,000 سكان",True,0.889
13247,two_col_23110.png,"ما هو معدل الوفيات لكل 100,000 كندي في عام 2000؟",16.3,١٦.٣,augmented,"16.3 لكل 100,000 كندي",True,1.402
13248,two_col_4443.png,ما مقدار انخفاض حجم إنتاج ألواح الشوكولاتة بين عامي 2008 و 2011؟,35121,٣٥١٢١,augmented,60 787 ألف كيلوجرام,False,0.938
13249,two_col_4443.png,ما هو حجم مبيعات ألواح الشوكولاتة في المملكة المتحدة عام 2019؟,35121,٣٥١٢١,augmented,35 121,False,0.678
13250,two_col_61748.png,من سجل أكبر عدد من الهوم رن في تاريخ فرع واشنطن ناشونالز؟,Ryan Zimmerman,رايان زيمرمان,augmented,رايان زيمرمان 270,True,1.199
13251,two_col_61748.png,كم عدد الهوم رن التي سجلها رايان زيمرمان؟,270,٢٧٠,augmented,270 هوم رن,True,1.336
13252,two_col_100406.png,ما هي قناة يوتيوب الأكثر اشتراكًا في المملكة المتحدة؟,KSI,كي إس آي,augmented,KSI,True,1.075
13253,two_col_81005.png,ما هي نسبة الدين الوطني إلى الناتج المحلي الإجمالي للمجر في عام 2019؟,65.33,٦٥.٣٣,augmented,69.1%,False,1.211
13254,two_col_2398.png,ما هو الدين الوطني لليابان في عام 2019؟,12038.16,١٢٠٣٨.١٦,augmented,"12,038.16 مليار دولار أمريكي",False,0.88
13255,two_col_60405.png,ما هي القيمة المضافة الإجمالية لقطاع الأزياء في المملكة المتحدة عام 2018؟,2.52,٢.٥٢,augmented,2.52 مليار جنيه إسترليني,True,1.412
13256,multi_col_1456.png,ما هو فارق سعر اللحم البقري من الجملة إلى التجزئة بالسينت لكل رطل مكافئ للتجزئة في الولايات المتحدة في عام 2017؟,268.5,٢٦٨.٥,augmented,$2.50,False,1.304
13257,two_col_23124.png,ما هو الناتج المحلي الإجمالي لنيوزيلندا بالدولار في عام 2020؟,209.33,٢٠٩.٣٣,augmented,$206.85 مليار,False,1.023
13258,two_col_1534.png,أي دولة أنتجت أكبر كمية من الإيثانول الوقود في العالم عام 2020؟,Brazil,البرازيل,augmented,الولايات المتحدة الأمريكية 13 800 مليون جالون,False,1.023
13259,two_col_1534.png,كم عدد جالونات الإيثانول الوقود التي أنتجتها الولايات المتحدة في عام 2020؟,13800,١٣٨٠٠,augmented,13 800 مليون جالون,False,1.095
13260,two_col_2298.png,كم عدد براءات الاختراع التي تحصل عليها آي بي إم كل عام؟,6.33,٦.٣٣,augmented,لا,False,0.988
13261,two_col_2298.png,كم أنفقت شركة آي بي إم في عام 2020 على البحث والتطوير والهندسة؟,6.33,٦.٣٣,augmented,$6.33 مليون,True,0.948
13262,two_col_6058.png,كم طن متري من لحم الخنزير من المتوقع إنتاجه بحلول عام 2021؟,101.48,١٠١.٤٨,augmented,101.48 ألف طن متري,True,0.795
13263,two_col_6058.png,ما هو صافي إنتاج لحم الخنزير عالميًا في عام 2018؟,112.94,١١٢.٩٤,augmented,112.94 ألف طن,True,0.739
13264,two_col_5517.png,ما هي نسبة الأسر في الولايات المتحدة التي امتلكت صناديق الاستثمار المشتركة في عام 2020؟,45.7,٤٥.٧,augmented,45.7%,True,1.449
13265,two_col_23462.png,كم عدد التشييدات المهنية التي حققها الكاهن هولمز لفريق كانساس سيتي تشيفز؟,83,٨٣,augmented,83,True,0.812
13266,two_col_23462.png,من هو قائد التشييد المهني لفريق كانساس سيتي تشيفز؟,Priest Holmes,الأب هولمز,augmented,لا,False,0.85
13267,two_col_41069.png,ما هو أفضل بائع لسجلات الرعاية الصحية الإلكترونية المتنقلة في الولايات المتحدة في عام 2019؟,Epic,ملحمي,augmented,Epic 33.4%,True,1.206
13268,two_col_24062.png,ما هو متوسط عائد الاستثمار لالتسويق عبر وسائل التواصل الاجتماعي؟,30,٣٠,augmented,30%,True,1.035
13269,two_col_23876.png,ما هو مؤشر خطورة الجرائم العنيفة في نونافوت عام 2019؟,612.77,٦١٢.٧٧,augmented,612.77,True,0.748
13270,two_col_101786.png,كم مترًا مكعبًا من النفط الخام أنتج حقل نفط بيمبينا حتى عام 2018؟,330251400,٣٣٠٢٥١٤٠٠,augmented,330 251 400 متر مكعب,False,1.902
13271,two_col_2042.png,ما هي اللعبة التي احتلت المرتبة الأولى في تصنيفات الرياضات الإلكترونية في عام 2020؟,Counter-Strike: Global Offensive,كونتر سترايك: غلوبال أوفنسيف,augmented,Counter-Strike: Global Offensive,True,0.743
13272,two_col_2042.png,ما هي لعبة الرياضات الإلكترونية التي احتلت المرتبة الرابعة في القائمة في عام 2020؟,League of Legends,ليج أوف ليجيندز,augmented,PlayerUnknown's Battlegrounds,False,0.873
13273,two_col_2042.png,كم كانت قيمة مجموع الجوائز في لعبة كاونتر-سترايك: غلوبال أوفنسيف بالدولار الأمريكي في عام 2020؟,15.85,١٥.٨٥,augmented,$15.85 مليون,True,0.826
13274,two_col_3027.png,ما هو متوسط سعر طن المتر المكعب للذرة في عام 2019؟,170,١٧٠,augmented,$170,True,0.803
13275,two_col_4979.png,متى بلغ الميزان المالي لألمانيا آخر مرة بالنسبة للناتج المحلي الإجمالي؟,2020,٢٠٢٠,augmented,-4.1%,False,0.911
13276,two_col_102612.png,من حصل على 26.5 بالمائة من الأصوات الشعبية على مستوى الولاية في مؤتمر أيوا لعام 2020؟,Bernie Sanders,بيرني ساندرز,augmented,Bernie Sanders,True,0.991
13277,two_col_102612.png,من كان متقدماً بفارق ضئيل على بيرني ساندرز؟,Pete Buttigieg,بيت بوتيجيغ,augmented,بيت بوتيجيج 25.1%,False,1.139
13278,two_col_102612.png,ما هي نسبة الأصوات الشعبية على مستوى الولاية التي حصل عليها بيت بوتيجيغ؟,25.1,٢٥.١,augmented,25.1%,True,0.777
13279,two_col_40619.png,ما هي القيمة السوقية لـ ساديو ماني؟,70,٧٠,augmented,70 مليون يورو,True,0.693
13280,two_col_431.png,ما هو متوسط راتب اللاعب السنوي لفريق أتلانتا فالكونز في عام 2019/20؟,4.71,٤.٧١,augmented,$4.71,True,1.016
13281,two_col_431.png,ما هو الفريق الذي كان لديه أقل فاتورة أجور في موسم 2019/20؟,Miami Dolphins,دولفينز ميامي,augmented,ماينز داجز 2.05,False,1.397
13282,two_col_43618.png,ما هو الناتج المحلي الإجمالي لأوروغواي في عام 2019؟,62.21,٦٢.٢١,augmented,$57.3 مليار,False,1.279
13283,two_col_42285.png,ما هي نسبة العجز الوطني الأسترالي إلى الناتج المحلي الإجمالي في عام 2019؟,38.29,٣٨.٢٩,augmented,44.98%,False,1.174
13284,two_col_104480.png,ما هي المجتمع الذاتي الذي سجل أعلى عدد من الوفيات بسبب داء السكري؟,Andalusia,الأندلس,augmented,"Catalonia 1,607",False,1.354
13285,two_col_4281.png,ما هو معدل انتشار الإنترنت في اليابان عام 2015؟,89.11,٨٩.١١,augmented,86%,True,1.033
13286,two_col_800.png,ما هو إجمالي إيرادات فيسبوك في الربع الأول من عام 2021؟,26171,٢٦١٧١,augmented,"$26,171 مليون",False,1.162
13287,two_col_5784.png,كم عدد السياح الذين وصلوا إلى التشيك في عام 2019؟,22,٢٢,augmented,22 مليون.,True,0.718
13288,two_col_3842.png,بأي نسبة كانت الأسعار في قطاع النقل في مايو 2021 أعلى مما كانت عليه قبل عام؟,6.3,٦.٣,augmented,6.3%,True,1.255
13289,two_col_3842.png,بأي نسبة كانت الأسعار أعلى في الأثاث والمعدات المنزلية والصيانة في مايو 2021؟,2.8,٢.٨,augmented,6.3%,False,0.92
13290,two_col_2640.png,ما هو إيراد جاميلوفت في عام 2020؟,253,٢٥٣,augmented,$253 مليون,True,0.703
13291,two_col_104838.png,كم عدد المستخدمين الذين زاروا تويتر عبر الكمبيوتر الشخصي؟,1.9,١.٩,augmented,2.76 مليون,False,1.11
13292,two_col_101663.png,في أي يوم قُدمت غالبية أطباق السمك والبطاطا المقلية؟,Wednesday,الأربعاء,augmented,الأربعاء,True,1.069
13293,two_col_22662.png,ما هي المبيعات الإجمالية لعلامتي فيشر-برايس وتوماس آند فريندز التابعتين لشركة ماتيل في عام 2020؟,1065.5,١٠٦٥.٥,augmented,"$1,065.5 مليون",False,0.823
13294,two_col_100374.png,ما هي درجة لوكسير من أصل خمسة؟,4.11,٤.١١,augmented,4.11,True,0.753
13295,two_col_6394.png,منذ متى بدأ عدد الوافدين السياحيين إلى أماكن الإقامة قصيرة المدى في سلوفاكيا في الارتفاع؟,2014,٢٠١٤,augmented,بدأ عدد الوافدين السياحيين إلى أماكن الإقامة قصيرة المدى في سلوفاكيا في الارتفاع منذ 2016.,False,1.294
13296,two_col_6394.png,كم عدد السياح الأجانب والمحليين الذين أقاموا في المنشآت السكنية السلوفاكية في عام 2019؟,6.27,٦.٢٧,augmented,5.49 مليون,False,1.064
13297,two_col_60961.png,ما هو معدل البطالة بين الشباب في ساحل العاج عام 2019؟,5.21,٥.٢١,augmented,5.21%,True,1.16
13298,two_col_3328.png,ما هي القيمة التقديرية لسوق ذاكرة الفلاش العالمي بالدولار في عام 2017؟,51.67,٥١.٦٧,augmented,$31.13,False,1.188
13299,two_col_20107.png,"ما كان معدل مرض الحليمات التناسلية لكل 100,000 شخص في عام 1950؟",3.3,٣.٣,augmented,"3.3 حالات لكل 100,000 شخص",True,0.817
13300,two_col_40833.png,كم انخفض الناتج المحلي الإجمالي لمونغوليا في عام 2020؟,5.34,٥.٣٤,augmented,-5.34%,True,0.672
13301,multi_col_40836.png,ما هي قيمة صادرات الزعفران في عام 2019؟,3709,٣٧٠٩,augmented,"$5,000",False,0.962
13302,two_col_24216.png,ما هو إجمالي ديون أمريكا اللاتينية ومنطقة الكاريبي في عام 2019؟,2401.94,٢٤٠١.٩٤,augmented,"$2,431.7 مليار US dollar",False,1.003
13303,two_col_4394.png,ما هي قيمة فريق تامبا باي باكانيرز بالدولار في عام 2020؟,2280,٢٢٨٠,augmented,"$2,280 مليون",False,1.183
13304,two_col_41260.png,ما هو معدل إشغال فنادق لندن في يونيو 2020؟,26.9,٢٦.٩,augmented,26.9%,True,0.659
13305,two_col_6331.png,ما هي نسبة المستجيبين في الدائرة الكونغرسية الخامسة بولاية كنتاكي الذين قالوا إنهم استخدموا فيسبوك مرة واحدة على الأقل في الأسبوع؟,87.7,٨٧.٧,augmented,85.4%,True,0.848
13306,two_col_21444.png,ما هي القيمة المتوسطة للطلبات عبر الإنترنت التي تم تقديمها من جهاز كمبيوتر مكتبي في الربع الثاني من عام 2020؟,131.16,١٣١.١٦,augmented,131.16 دولار أمريكي,True,1.894
13307,two_col_3.png,ما هو معدل الجريمة العنيفة على مستوى الدولة في عام 2019؟,366.7,٣٦٦.٧,augmented,"400 جريمة عنيفة لكل 100,000 نسمة.",False,0.87
13308,two_col_4089.png,"كم عدد جرائم القتل بالأسلحة النارية لكل 100,000 نسمة في الولايات المتحدة عام 2019؟",3.13,٣.١٣,augmented,"3.37 لكل 100,000 نسمة",False,1.42
13309,multi_col_1168.png,ما هو المبلغ التقديري لإنتاج العناصر الأرضية النادرة عالميًا في عام 2018؟,74500,٧٤٥٠٠,augmented,"100,300 طن",False,1.047
13310,two_col_101440.png,كم عدد الإناث لكل ذكر في التعليم العالي في إندونيسيا عام 2008؟,0.92,٠.٩٢,augmented,0.92,True,1.597
13311,two_col_101440.png,ما هي نسبة الإناث إلى الذكور في التعليم العالي في إندونيسيا عام 2017؟,1.13,١.١٣,augmented,1.13,True,0.967
13312,two_col_101440.png,متى تغيرت نسبة الإناث إلى الذكور في التعليم العالي في إندونيسيا؟,2017,٢٠١٧,augmented,تغيرت نسبة الإناث إلى الذكور في التعليم العالي في إندونيسيا من 0.92 في 2008 إلى 1.13 في 2017.,True,1.312
13313,two_col_22398.png,كم كانت قيمة الصفقة في عام 2020؟,5.73,٥.٧٣,augmented,5.73 مليار يورو,True,1.025
13314,two_col_22398.png,ما هي قيمة ثاني أكبر صفقة اندماج واستحواذ في روسيا عام 2020؟,4.1,٤.١,augmented,4.1 مليار يورو,True,0.721
13315,two_col_3388.png,في أي عام انخفض معامل جيني؟,2013,٢٠١٣,augmented,2019,False,0.823
13316,two_col_3388.png,ما هو معامل جيني بعد الضرائب في سنغافورة عام 2020؟,0.35,٠.٣٥,augmented,0.35,True,1.356
13317,two_col_3388.png,ما هو مؤشر معامل جيني لسنغافورة في عام 2012؟,0.41,٠.٤١,augmented,0.39,True,1.309
13318,two_col_21997.png,ما هي قيمة إجمالي أصول بنك الصين للإنشاءات بنهاية عام 2019؟,25436.26,٢٥٤٣٦.٢٦,augmented,25 436.26 مليار يوان,False,0.751
13319,multi_col_20183.png,كم طن متري من التفاح تم إنتاجه في الدنمارك عام 2019؟,25214,٢٥٢١٤,augmented,32 645 طن متري,False,1.193
13320,two_col_101712.png,ما هي نسبة سكان بليز الذين استخدموا الإنترنت في عام 2010؟,28.2,٢٨.٢,augmented,28.2%,True,0.714
13321,two_col_23368.png,ما هي قيمة صادرات الحديد والصلب من الهند بالدولار في السنة المالية 2020؟,9277.47,٩٢٧٧.٤٧,augmented,$9 277.47,False,0.676
13322,two_col_43936.png,ما هو الدين الوطني لـ موريشيوس بالدولار في عام 2020؟,9.91,٩.٩١,augmented,$9.91 مليار,True,0.682
13323,multi_col_80999.png,كم بلغ مبلغ الدولارات الذي أبلغت به شركة MGM القابضة في قطاع السينما بقسم محتواها السينمائي في عام 2020؟,3.8,٣.٨,augmented,$43.57 مليون,False,0.702
13324,multi_col_60312.png,في أي شهر سُجّلت سيارات جديدة أقل بكثير في جميع المناطق مقارنة بنفس الشهر من العام السابق؟,May 2020,مايو 2020,augmented,مايو 2020,True,0.769
13325,multi_col_20720.png,ما هي نسبة المحاربات اللاتي حصلن على درجة البكالوريوس في عام 2017؟,21.3,٢١.٣,augmented,16.4%,False,0.936
13326,two_col_62062.png,ما هو حجم مبيعات الويسكي في كندا خلال السنة المالية المنتهية في 31 مارس 2020؟,48.35,٤٨.٣٥,augmented,48.35 مليون لتر,True,1.264
13327,two_col_62062.png,ما هو حجم مبيعات الويسكي في كندا في العام السابق؟,46.82,٤٦.٨٢,augmented,48.35 مليون لتر,False,0.975
13328,two_col_61457.png,ما هو إجمالي توزيعات الأرباح لشركة باير إيه جي في عام 2020؟,1965,١٩٦٥,augmented,2 751 مليون يورو,False,0.976
13329,two_col_41667.png,ما هو التقدير السكاني لأيسلندا بحلول عام 2030؟,384539,٣٨٤٥٣٩,augmented,"384,539 عدد السكان بحلول عام 2030.",False,0.942
13330,two_col_41667.png,بأي عام كان من المتوقع أن يكون عدد الذكور في آيسلندا أكثر بقليل من عدد الإناث؟,2029,٢٠٢٩,augmented,2025,False,1.425
13331,multi_col_100572.png,ما هو معدل النمو السنوي المركب المتوقع للمركبات الآلية المحلية بين عامي 2020 و 2040؟,1.9,١.٩,augmented,4%,False,0.72
13332,two_col_101840.png,"ما هي النسبة المئوية لتكاليف الجرائم الإلكترونية التي تكبدتها الشركات التي تقل عن متوسط عدد المقاعد المؤسسية البالغ 13,251 مقعدًا؟",21,٢١,augmented,21%,True,0.822
13333,two_col_21965.png,ما هو أعلى تقييم حصل عليه بيست ويسترن في عام 2013؟,79,٧٩,augmented,79,True,0.631
13334,two_col_21965.png,"ما هو معدل رضا العملاء الأمريكي لـ ""بيست ويسترن"" في عام 2020؟",76,٧٦,augmented,76%,True,0.882
13335,two_col_102288.png,ما هو معدل التخليص المرجح لكندا في عام 2000؟,35.51,٣٥.٥١,augmented,36.67%,True,0.674
13336,two_col_102288.png,ما هو معدل التصفية المرجح في كندا عام 2019؟,36.67,٣٦.٦٧,augmented,36.67,True,0.8
13337,two_col_5247.png,ما هو اسم مشروع لعبة البطاقات الذي فاز بالمركز الأول في فبراير 2015؟,Exploding Kittens,القطط المتفجرة,augmented,Exploding Kittens,True,0.764
13338,two_col_81098.png,ما هي النسبة المئوية من الناتج المحلي الإجمالي لبهاما كانت مُنفقَة على الرعاية الصحية في عام 2018؟,5.21,٥.٢١,augmented,6.25%,False,1.174
13339,multi_col_40505.png,كم عدد الأشخاص الذين كانوا على صفحة بورتلاند تريل بليزرز على فيسبوك في مارس 2021؟,2.43,٢.٤٣,augmented,1.3 مليون,False,0.689
13340,two_col_2482.png,ما هي أفضل شركة لإدارة الأموال في المملكة المتحدة في نوفمبر 2019؟,BlackRock Investment Management (UK) Limited,بلاك روك لإدارة الاستثمار (المملكة المتحدة) المحدودة,augmented,"BlackRock Investment Management (UK) Limited 70.6 مليار GBP, Legal & General (Unit Trust Managers) Limited 38.98 مليار GBP, Fidelity Worldwide Investment 37.29 مليار GBP, M&G Securities Limited 36.6 مليار GBP, Aberdeen Standard Fund Managers 32.1 مليار GBP, Invesco 30.0 مليار GBP, Jupiter Fund Managers Limited 28.5 مليار GBP, Link Fund Solutions Limited 27.83 مليار GBP, Investment Services Ltd 27.27 مليار GBP, BNY Mellon Fund Managers Limited 26.84 مليار GBP.",True,2.061
13341,two_col_61119.png,ما هي صافي مبيعات قطاع الأحذية التابع لشركة كابري هولدينغز في عام 2020؟,1100,١١٠٠,augmented,"$1,100 مليون دولار",False,0.775
13342,two_col_63214.png,ما هو البائع الذي استحوذ على 69 بالمائة من شحنات نظارات الواقع الافتراضي على مستوى العالم في عام 2016؟,Google Cardboard,جوجل كاردبورد,augmented,Google Cardboard,True,0.804
13343,two_col_61322.png,كم عدد سيارات هوندا التي بيعت في فرنسا عام 2018؟,8309,٨٣٠٩,augmented,8 309 سيارات.,False,0.806
13344,two_col_1720.png,ما هي أحقر دولة في العالم في عام 2020؟,Venezuela,فنزويلا,augmented,"فنزويلا 3,827.6",True,1.252
13345,two_col_42001.png,ما هي القيمة الإجمالية لمجموعة ناتويست في عام 2020؟,9.6,٩.٦,augmented,10.2%,False,0.67
13346,two_col_103226.png,ما هي الجامعة الألمانية الثانية من حيث التصنيف؟,Technical University of Munich,الجامعة التقنية في ميونيخ,augmented,Technical University of Munich,True,0.832
13347,two_col_103226.png,ما هي الجامعة التي احتلت المرتبة الثالثة في ألمانيا عام 2020؟,Heidelberg University,جامعة هايدلبرغ,augmented,Heidelberg University,True,1.076
13348,two_col_42554.png,ما هو حجم دوران الشركات الفرنسية في قطاع الطائرات بدون طيار لعام 2017؟,200,٢٠٠,augmented,200 مليون يورو,True,0.968
13349,two_col_63269.png,ما هي الشركة التي احتلت المرتبة الثانية من حيث رقم الأعمال في مقاطعة فستربوتن؟,Komatsu Forest AB,كوماتسو فورست إيه بي,augmented,Komatsu Forest AB,True,1.064
13350,two_col_63269.png,ما هو حجم دوران شركة سكيلفتي ستادشوس إيه بي؟,5328,٥٣٢٨,augmented,"$5,328 مليون",False,1.578
13351,two_col_101701.png,كم طن متري من الشوفان استُهلك في كندا في السنة التسويقية 2019/20؟,2.3,٢.٣,augmented,2.08 مليون طن متري,False,0.859
13353,two_col_101387.png,كم عدد الفنادق الجديدة التي افتُتحت في سوق الفنادق في الشرق الأوسط عام 2013؟,36,٣٦,augmented,36 فنادق,True,0.849
13354,two_col_101387.png,كم عدد الفنادق الجديدة التي كان متوقع افتتاحها في الشرق الأوسط في عام 2016؟,62,٦٢,augmented,62 عدد الفنادق الجديدة التي كان متوقع افتتاحها في الشرق الأوسط في عام 2016.,True,0.868
13355,two_col_4825.png,ما هو انبعاث ثاني أكسيد الكربون العالمي المتعلق بالطاقة في عام 2020؟,31.5,٣١.٥,augmented,32.5 مليار طن,False,0.843
13356,two_col_63098.png,ما هو متوسط سعر الصرف من الدولار السنغافوري إلى الجنيه الإسترليني في عام 2020؟,1.77,١.٧٧,augmented,1.77 جنيه إسترليني,True,0.775
13358,two_col_41794.png,ما هو متوسط مبيعات الأثاث ومفروشات المنازل في عام 2019؟,367,٣٦٧,augmented,$367,True,1.011
13359,two_col_142.png,ما هي الكثافة السكانية لكل ميل مربع من الأرض في عام 2019؟,92.9,٩٢.٩,augmented,92.9 Residents per square mile of land area,True,1.122
13360,two_col_1628.png,منذ متى بدأ متوسط عمر السكان في اليابان في الارتفاع؟,1950,١٩٥٠,augmented,بدأ متوسط عمر السكان في اليابان في الارتفاع منذ 1950.,True,0.994
13361,multi_col_20980.png,ما هو البلد الأكثر استهلاكاً للمطاط الطبيعي على مستوى العالم؟,Asia,آسيا,augmented,آسيا,True,0.58
13362,two_col_21994.png,كم عدد المرضى الذين كانوا ينتظرون زراعة الرئة في إنجلترا في نهاية مارس 2020؟,282,٢٨٢,augmented,282 فرداً,True,1.221
13363,two_col_6373.png,ما كان متوسط إشغال السيارات والشاحنات في إنجلترا عام 2018؟,1.6,١.٦,augmented,1.56 مليون شخص,False,0.807
13364,two_col_6373.png,كم عدد الأشخاص الذين كانوا في سيارة أو فان في إنجلترا عام 2017؟,1.55,١.٥٥,augmented,1.6 شخص,False,0.722
13365,two_col_21838.png,ما هي نسبة نمو الناتج المحلي الإجمالي الحقيقي لكوت ديفوار في عام 2017؟,7.36,٧.٣٦,augmented,6.89%,False,1.057
13366,two_col_41727.png,كم بلغ إنفاق الروبل الروسي على السفر الخارجي في عام 2019؟,2490.71,٢٤٩٠.٧١,augmented,2 490.71 مليار روبل,False,0.795
13367,multi_col_100194.png,ما هو عدد الإناث في ليبيريا عام 2019؟,2.46,٢.٤٦,augmented,2.46 مليون,True,0.691
13368,multi_col_100194.png,ما هو عدد السكان الذكور في ليبيريا عام 2019؟,2.46,٢.٤٦,augmented,2.46 مليون,True,0.857
13369,two_col_43888.png,ما هو حجم الإيرادات التي أعلنت عنها شركة باسف في قطاع الحلول الزراعية في عام 2020؟,7660,٧٦٦٠,augmented,660 مليون يورو,False,1.036
13370,two_col_23045.png,في أي عام وصل منتخب بلجيكا لكرة القدم للسيدات إلى أدنى تصنيف في التصنيف العالمي للفيفا؟,2010,٢٠١٠,augmented,2017,False,1.738
13371,two_col_23045.png,أين تصدر فريق كرة القدم للسيدات البلجيكي في عام 2010؟,35,٣٥,augmented,29,False,1.073
13372,two_col_82919.png,ما هي القيمة التقديرية لشركة سامسونج للإلكترونيات؟,39610,٣٩٦١٠,augmented,$39610,True,1.553
13373,two_col_82919.png,ما هي العلامة التجارية الكورية الأكثر قيمة؟,Samsung Electronics,سامسونج للإلكترونيات,augmented,"Samsung Electronics $39,610",True,0.695
13374,two_col_81730.png,ما هو صافي الدخل لشركة بيج 5 سبورتينغ جودز في الولايات المتحدة عام 2020؟,55.94,٥٥.٩٤,augmented,$55.94 مليون,True,1.027
13375,two_col_81654.png,ما كانت العلامة التجارية المفضلة لأحذية الجري وفقًا لاستطلاع أُجري في أواخر عام 2017؟,Asics,أسيكس,augmented,Asics 16%، Brooks 12%، Nike 12%، Saucony 9%، Hoka One 9%، New Balance 8%، Adidas 7%، Mizuno 6%، Other 8%، No preference 4%، Not specified 4%,True,1.986
13376,two_col_102259.png,كم كانت قيمة فن جوان ميتشل اعتبارًا من 30 نوفمبر 2014؟,299.01,٢٩٩.٠١,augmented,$299.01 مليون,True,1.197
13377,two_col_102259.png,من هي الفنانة الأكثر مبيعاً في العالم؟,Joan Mitchell,جوان ميتشل,augmented,Joan Mitchell,True,1.261
13378,two_col_82277.png,كم كان عدد مستخدمي فيسبوك النشطين شهرياً في الربع الأول من عام 2014؟,390,٣٩٠,augmented,"1,390 مليون",True,0.742
13379,two_col_82277.png,كم كان عدد مستخدمي فيسبوك النشطين شهرياً في منطقة آسيا والمحيط الهادئ في الربع الرابع من عام 2020؟,1199,١١٩٩,augmented,199 مليون مستخدم نشط شهرياً.,False,1.361
13380,two_col_3211.png,ما هي كمية الراتنج التي تم إنتاجها في الولايات المتحدة عام 2019؟,121457,١٢١٤٥٧,augmented,"121,457 مليون رطل",False,0.846
13381,two_col_2124.png,"ما هو البلد الذي احتل المرتبة الثانية في عدد الوفيات الناتجة عن القتل لكل 100,000 نسمة؟",Jamaica,جامايكا,augmented,هندوراس 41.9,False,1.116
13382,two_col_2124.png,أي دولة كان لديها أكبر عدد من ضحايا القتل؟,Brazil,البرازيل,augmented,إلسلفادور 52,False,1.243
13383,two_col_82068.png,ما هي أكثر الهدايا شعبية في عيد الميلاد في المملكة المتحدة؟,Jewellery and watches,المجوهرات والساعات,augmented,CD/DVDs 69%، Books 69%، Clothing and footwear 62%، Perfume and cosmetics 62%، Toys and games 60%، Electronics 49%، Jewellery and watches 43%، Home ware and furniture 34%، Sports items 31%,True,1.248
13384,two_col_23008.png,ما هو العام الذي كان عامًا كبيرًا لشركة والت ديزني؟,2019,٢٠١٩,augmented,2019,True,1.009
13385,two_col_23008.png,كم دولار حققت ديزني في الولايات المتحدة وكندا في عام 2020؟,256,٢٥٦,augmented,"$3,000.0",False,1.076
13386,two_col_4981.png,كم عدد الأهداف التي سجلها مايكل زورك ومانفريد بورغسميلر؟,158,١٥٨,augmented,مايكل زورك: 158، مانفريد بورغسميلر: 202,True,0.978
13387,two_col_2796.png,ما هي القيمة التقديرية لفريق تورونتو الرابتورز في عام 2021؟,2150,٢١٥٠,augmented,"$1,675 مليون دولار أمريكي",False,1.017
13388,two_col_102090.png,كم بلغ مجموع مبيعات الأغذية والمشروبات في جورجيا عام 2009؟,16480,١٦٤٨٠,augmented,16 480 مليون دولار.,False,1.73
13389,two_col_20225.png,كم عدد المستشفيات التي كانت في سويسرا عام 2018؟,281,٢٨١,augmented,281 مستشفى,True,1.205
13390,two_col_20225.png,منذ أي عام انخفض عدد المستشفيات في سويسرا؟,2000,٢٠٠٠,augmented,2011,False,1.71
13391,two_col_5270.png,ما هي نسبة الدين الوطني لسويسرا من الناتج المحلي الإجمالي في عام 2018؟,39.22,٣٩.٢٢,augmented,39.76%,True,1.009
13392,two_col_61829.png,كم عدد الأشخاص الذين أصيبوا بفيروس كورونا؟,116,١١٦,augmented,عدد الأشخاص الذين أصيبوا بفيروس كورونا هو 116، 24، 6، 11، 3، 14.,True,1.263
13393,two_col_23716.png,ما هو ذروة أصول القطاع المصرفي الإيطالي في عام 2012؟,4211,٤٢١١,augmented,4 211 مليار يورو,False,1.028
