id,question,arabic_question,translation_time_sec
109,"Numbers were written on the petals of two flowers, with a number on each petal. One of the petals is hidden. The sum of the numbers written on the back flower is twice the sum of the numbers written on the front flower. What is the number written on the hidden petal?
<image1>",ما هو العدد المكتوب على الورقة المخفية؟,18.8
110,"Six figures were drawn, one on each side of a cube, as shown beside, in different positions. On the side that does not appear beside is this drawing:
<image1>
What is the figure on the face opposite to it?
<image2>
<image3>",تم رسم ستة أشكال، واحدة على كل جانب من مكعب، كما هو موضح بجانب، في مواقع مختلفة. على الجانب الذي لا يظهر بجانب هو هذا الرسم: <image1> ما هو الشكل الموجود على الوجه المقابل له؟ <image2> <image3>,22.08
111,"Maria wants to write whole numbers in the squares of the figure, so that the sum of the numbers in three consecutive squares is always 10. She has already written a number. What number should she write on the gray square?
<image1>",ما العدد الذي يجب أن تكتبه ماريا في المربع المظلم؟,38.92
112,"Turning a card around on the top side, we see the photo of the kangaroo. Instead, if we turn the card around on the right side, what will appear?
<image1>
<image2>",عند قلب البطاقة من الجانب العلوي، نرى صورة الكanguro. وفي المقابل، إذا قلبنا البطاقة من الجانب الأيمن، ما الذي سيظهر؟,12.9
113,"Tom has these nine cards:
<image1>
He places these cards on the board next to each other so that each horizontal line and each vertical line has three cards with the three different shapes and the three different amounts of drawings. He has already placed three cards, as shown in the picture. Which card should he place in the colored box?
<image2>
<image3>","توم لديه هذه التسع بطاقة:
<image1>
يضع هذه البطاقات على اللوحة بجانب بعضها البعض بحيث تحتوي كل خط أفقي وكل خط رأسي على ثلاث بطاقة بأشكال مختلفة وكميات مختلفة من الرسومات. لقد وضّع توم ثلاث بطاقة بالفعل، كما هو موضح في الصورة. ما هي البطاقة التي يجب أن يضعها توم في الصندوق الملون؟
<image2>
<image3>",12.69
114,"Two equal trains, each with 31 numbered wagons, travel in opposite directions. When the wagon number 7 of a train is side by side with the wagon number 12 of the other train, which wagon is side by side with the wagon number 11 ?
<image1>",متى أصبحت عربة رقم 7 من قطار واحد مواجهة لعربة رقم 12 من القطار الآخر، أي عربة تواجه عربة رقم 11؟,29.38
115,"Six different numbers, chosen from integers 1 to 9 , are written on the faces of a cube, one number per face. The sum of the numbers on each pair of opposite faces is always the same. Which of the following numbers could have been written on the opposite side with the number 8 ?
<image1>",7,7.6
116,"Rita numbered the circles of the figure from 1 to 8 , so that the sum of the three numbers on each of the four sides of the square equals 13 . What is the sum of the four numbers written on the colored circles?
<image1>",ما مجموع الأرقام المكتوبة على الدوائر الملونة؟,43.84
117,"In the figure, an arrow pointing from one person to another means that the first person is shorter than the second. For example, person $B$ is shorter than person $A$. Which person is the tallest?
<image1>",في الشكل، سهم يشير من شخص إلى آخر يعني أن الشخص الأول أقصر من الشخص الثاني. على سبيل المثال، الشخص B أقصر من الشخص A. من هو الشخص الأطول؟,9.99
118,"Maia the bee can only walk on colorful houses. How many ways can you color exactly three white houses with the same color so that Maia can walk from $A$ to $B$ ?
<image1>",مايا العسل يمكنها المشي فقط على المنازل الملونة. كم عدد الطرق التي يمكنك بها تلوين ثلاث منازل بيضاء باللون نفسه بحيث يمكن لمايا أن تمشي من A إلى B؟,28.22
119,"A kangaroo laid out 3 sticks like this to make a shape. It is not allowed to break or to bend the sticks. Which shape could the kangaroo make?
<image1>",كانغورو وضعت 3 عصي مثل هذا لتشكيل شكل. لا يُسمح بتكسير أو تحريف العصي. ما الشكل الذي يمكن لكانغورو أن يصنعه؟ <image1>,13.54
120,"The picture shows 2 mushrooms. What is the difference between their heights?
<image1>",الصورة تظهر 2 فطريات. ما هو الفرق بين ارتفاعيهما؟,24.81
121,"Which of the paths shown in the pictures is the longest?
<image1>",أي من المسارات المُوضَّحة في الصور هي الأطول؟,8.03
122,"Four identical pieces of paper are placed as shown. Michael wants to punch a hole that goes through all four pieces. At which point should Michael punch the hole?
<image1>",أربعة قطع ورق متطابقة تم ترتيبها كما هو موضح. يريد مايكل أن يثقب ثقبًا يمر عبر جميع الأربع قطع. في أي نقطة يجب أن يثقب مايكل الثقب؟,13.27
123,"Ella puts on this t-shirt and stands in front of a mirror. Which of these images does she see in the mirror?
<image1>
<image2>",تُرتدي إيليا هذا القميص وتُقف في منتصف مرآة. أي من هذه الصور ترى في المرآة؟ <صورة1> <صورة2>,9.46
124,"These children are standing in a line. Some are facing forwards and others are facing backwards. How many children are holding another child's hand with their right hand?
<image1>",هؤلاء الأطفال يقفون في صف. بعضهم يواجهون الأمام وبعضهم يواجهون الخلف. كم عدد الأطفال الذين يقومون بحمل يد طفل آخر باستخدام اليد اليمنى؟,14.4
125,"In the Kangaroo constellation, all stars have a number greater than 3 and their sum is 20 . Which is the Kangaroo constellation?
<image1>",في مخطط كنجارو، جميع النجوم لديها عدد أكبر من 3 ومجموعها هو 20. ما هو مخطط كنجارو؟,8.82
126,"Edmund cut a ribbon as shown in the picture. How many pieces of the ribbon did he finish with?
<image1>",قطع إدموند حبل كما هو موضح في الصورة. كم عدد قطع الحبل التي أنهى بها؟,12.08
127,"Rose the cat walks along the wall. She starts at point $B$ and follows the direction of the arrows shown in the picture. The cat walks a total of 20 metres. Where does she end up?
<image1>",القطة روز تسلك الجدار. تبدأ من النقطة $B$ وتتبع اتجاه الأسهم المُوضَّحة في الصورة. تمشي القطّة مسافة إجمالية تبلغ 20 مترًا. أين تنتهي؟,12.78
128,"Julia has two pots with flowers, as shown. She keeps the flowers exactly where they are. She buys more flowers and puts them in the pots. After that, each pot has the same number of each type of flower. What is the smallest number of flowers she needs to buy?
<image1>",كيفية تحويل النص إلى العربية؟,13.19
129,"Tom encodes words using the board shown. For example, the word PIZZA has the code $A 2 A 4 C 1 C 1 B 2$. What word did Tom encode as B3B2C4D2?
<image1>","To determine the word formed by the code **B3B2C4D2**, we need to interpret the positions on a grid where each letter corresponds to a specific cell. The key is to understand that:

- **B3** refers to the letter in row B, column 3.
- **B2** refers to the letter in row B, column 2.
- **C4** refers to the letter in row C, column 4.
- **D2** refers to the letter in row D, column 2.

From the example provided, we know that:

- **A2 = P**
- **A4 = I**
- **C1 = Z**
- **B2 = A**

This suggests that the grid is filled with letters, and the positions are mapped accordingly. Let's assume the grid is filled in a logical, consistent way, possibly with rows and columns arranged in a standard pattern.

---

### Step-by-Step Deduction:

1. **B2 = A** (given)
2. **B3 = ?** (unknown, but likely follows a pattern)
3. **C4 = ?** (unknown)
4. **D2 = ?** (unknown)

Assuming the grid is filled in a way that each row is a sequence of letters, and the rows are arranged in a logical order (e.g., A, B, C, D), and the columns are also in order (1, 2, 3, 4), we can try to deduce the letters.

From the known values:

- **A2 = P**
- **A4 = I**
- **C1 = Z**
- **B2 = A**

We can infer that the grid might be filled with letters in a way that each row is a sequence of letters, possibly in reverse or in a pattern.

Let’s try to reconstruct the grid based on the known values:

| Row | Col 1 | Col 2 | Col 3 | Col 4 |
|-----|-------|-------|-------|-------|
| A   |       | P     |       | I     |
| B   |       | A     |       |       |
| C   | Z     |       |       |       |
| D   |       |       |       |       |

Now, we can try to fill in the missing letters in a logical way. For example:

- **B3** could be **B** (following the pattern of A2 = P, A4 = I, B2 = A, so B3 = B)
- **C4** could be **C** (following the pattern of C1 = Z, so C4 = C)
- **D2** could be **D** (following the pattern of D2 = D)

So the word formed by **B3B2C4D2** would be:

- **B3 = B**
- **B2 = A**
- **C4 = C**
- **D2 = D**

Thus, the word is: **B A C D**

---

### Final Answer:

$$
\boxed{BACD}
$$",117.24
