id,question,arabic_question,translation_time_sec
2258,"In the figure, $ \overline{CD}, \overline{AE}$ and $ \overline{BF}$ are one-third of their respective sides. It follows that $ \overline{AN_2}: \overline{N_2N_1}: \overline{N_1D} = 3: 3: 1$, and similarly for lines $ BE$ and $ CF$. Then the area of triangle $ N_1N_2N_3$ is:
<image1>","في الشكل، يمثل كل من $\overline{CD}$ و $\overline{AE}$ و $\overline{BF}$ ثلث أضلاعها الخاصة. ويتبين أن $\overline{AN_2}: \overline{N_2N_1}: \overline{N_1D} = 3: 3: 1$، وبالمثل بالنسبة للخطين $BE$ و $CF$. إذن، مساحة المثلث $N_1N_2N_3$ هي:",30.99
2259,"In the right triangle shown the sum of the distances $ BM$ and $ MA$ is equal to the sum of the distances $ BC$ and $ CA$.  If $ MB = x$, $ CB = h$, and $ CA = d$, then $ x$ equals:
<image1>","في المثلث القائم الزاوية الموضح، يساوي مجموع المسافات $BM$ و $MA$ مجموع المسافات $BC$ و $CA$. إذا كانت $MB = x$ و $CB = h$ و $CA = d$، فإن $x$ يساوي:",22.66
2260,"Given triangle $ PQR$ with $ \overline{RS}$ bisecting $ \angle R$, $ PQ$ extended to $ D$ and $ \angle n$ a right angle, then:
<image1>","في المثلث $PQR$، إذا كان $RS$ ينصف الزاوية $R$، وتم تمديد $PQ$ إلى $D$، وكانت $\angle n$ زاوية قائمة، فإنه:",24.58
2261,"In the diagram, if points $ A$, $ B$ and $ C$ are points of tangency, then $ x$ equals:
<image1>","في الشكل، إذا كانت النقاط A و B و C نقاط تماس، فإن x تساوي:",12.76
2262,"In the figure, $ PA$ is tangent to semicircle $ SAR$; $ PB$ is tangent to semicircle $ RBT$; $ SRT$ is a straight line; the arcs are indicated in the figure.  Angle $ APB$ is measured by:
<image1>","في الشكل، $PA$ مماس لنصف الدائرة $SAR$؛ و $PB$ مماس لنصف الدائرة $RBT$؛ و $SRT$ خط مستقيم؛ والأقواس محددة في الشكل. يُقاس الزاوية $APB$ بـ:",18.5
2263,"In circle $ O$ chord $ AB$ is produced so that $ BC$ equals a radius of the circle.  $ CO$ is drawn and extended to $ D$. $ AO$ is drawn.  Which of the following expresses the relationship between $ x$ and $ y$?

<image1>","في الدائرة $O$، يُمدد الوتر $AB$ بحيث يكون $BC$ مساوياً لنصف قطر الدائرة. يُرسم $CO$ ويُمدد إلى $D$. يُرسم $AO$. أي مما يلي يعبر عن العلاقة بين $x$ و $y$؟",24.38
2264,"In the figure $ \overline{AB} = \overline{AC}$, angle $ BAD = 30^{\circ}$, and $ \overline{AE} = \overline{AD}$.
<image1>Then angle $ CDE$ equals:","في الشكل، لدينا $\overline{AB} = \overline{AC}$، والزاوية $\text{BAD} = 30^{\circ}$، و $\overline{AE} = \overline{AD}$.
إذن، تساوي الزاوية $\text{CDE}$:",19.07
2265,"Circle $ O$ has diameters $ AB$ and $ CD$ perpendicular to each other. $ AM$ is any chord intersecting $ CD$ at $ P$. Then $ AP\cdot AM$ is equal to:
<image1>","للدائرة $O$ قطرين $AB$ و $CD$ متعامدين على بعضهما البعض. إذا كان $AM$ أي وتر يتقاطع مع $CD$ عند النقطة $P$، فإذن $AP\cdot AM$ يساوي:",19.57
2266,"In right triangle $ ABC$, $ BC = 5$, $ AC = 12$, and $ AM = x$; $ \overline{MN} \perp \overline{AC}$, $ \overline{NP} \perp \overline{BC}$; $ N$ is on $ AB$. If $ y = MN + NP$, one-half the perimeter of rectangle $ MCPN$, then:
<image1>","في المثلث القائم الزاوية $ABC$، لدينا $BC = 5$ و $AC = 12$ و $AM = x$؛ و $MN$ عمودي على $AC$، و $NP$ عمودي على $BC$؛ وتقع النقطة $N$ على $AB$. إذا كانت $y = MN + NP$ تساوي نصف محيط المستطيل $MCPN$، فإن:",29.61
2267,"In triangle $ ABC$, $ AC = CD$ and $ \angle CAB - \angle ABC = 30^\circ$. Then $ \angle BAD$ is:
<image1>","في المثلث $ABC$، إذا كانت $AC = CD$ و $\angle CAB - \angle ABC = 30^\circ$، فما هي قيمة $\angle BAD$؟",15.9
2268,"In circle $ O$, the midpoint of radius $ OX$ is $ Q$; at $ Q$, $ \overline{AB} \perp \overline{XY}$. The semi-circle with $ \overline{AB}$ as diameter intersects $ \overline{XY}$ in $ M$. Line $ \overline{AM}$ intersects circle $ O$ in $ C$, and line $ \overline{BM}$ intersects circle $ O$ in $ D$. Line $ \overline{AD}$ is drawn. Then, if the radius of circle $ O$ is $ r$, $ AD$ is:
<image1>","في الدائرة $O$، نقطة منتصف نصف القطر $OX$ هي $Q$؛ وعند $Q$، يكون $\overline{AB}$ عموديًا على $\overline{XY}$. يتقاطع نصف الدائرة التي قطرها $\overline{AB}$ مع $\overline{XY}$ في النقطة $M$. يقطع الخط $\overline{AM}$ الدائرة $O$ في النقطة $C$، ويقطع الخط $\overline{BM}$ الدائرة $O$ في النقطة $D$. يتم رسم الخط $\overline{AD}$. إذا كان نصف قطر الدائرة $O$ هو $r$، فإن $AD$ هو:",31.45
2269,"Let $ ABC$ be an equilateral triangle inscribed in circle $ O$. $ M$ is a point on arc $ BC$. Lines $ \overline{AM}$, $ \overline{BM}$, and $ \overline{CM}$ are drawn. Then $ AM$ is:
<image1>","لتكن $ABC$ مثلثاً متساوي الأضلاع مُنْشَأ في الدائرة $O$. $M$ نقطة على القوس $BC$. تُرسَم الخطوط $\overline{AM}$ و $\overline{BM}$ و $\overline{CM}$. إذن، $AM$ هو:",23.6
2270,"The parallel sides of a trapezoid are $ 3$ and $ 9$. The non-parallel sides are $ 4$ and $ 6$. A line parallel to the bases divides the trapezoid into two trapezoids of equal perimeters. The ratio in which each of the non-parallel sides is divided is:
<image1>",القاعدتان المتوازيتان لشبه المنحرف هما 3 و 9. والأضلاع غير المتوازية هي 4 و 6. يقسم خط موازٍ للقاعدتين شبه المنحرف إلى شبه منحرفين لهما محيطات متساوية. النسبة التي ينقسم بها كل ضلع غير متوازٍ هي:,27.21
2271,"In the accompanying figure $ \overline{CE}$ and $ \overline{DE}$ are equal chords of a circle with center $ O$. Arc $ AB$ is a quarter-circle. Then the ratio of the area of triangle $ CED$ to the area of triangle $ AOB$ is:
<image1>","في الشكل المرفق، الوتران $\overline{CE}$ و $\overline{DE}$ متساويان لدائرة مركزها $O$. القوس $AB$ يمثل ربع دائرة. إذن، نسبة مساحة المثلث $CED$ إلى مساحة المثلث $AOB$ هي:",20.35
2272,"In a general triangle $ ADE$ (as shown) lines $ \overline{EB}$ and $ \overline{EC}$ are drawn. Which of the following angle relations is true?
<image1>","في المثلث العام $ADE$ (كما هو موضح)، يُرسم الخطان $\overline{EB}$ و $\overline{EC}$. أي من العلاقات الزاويّة التالية صحيحة؟",18.75
2273,"$ ABCD$ is a rectangle (see the accompanying diagram) with $ P$ any point on $ \overline{AB}$. $ \overline{PS} \perp \overline{BD}$ and $ \overline{PR} \perp \overline{AC}$. $ \overline{AF} \perp \overline{BD}$ and $ \overline{PQ} \perp \overline{AF}$. Then $ PR + PS$ is equal to:
<image1>","الشكل $ABCD$ مستطيل (انظر الرسم المرفق) مع أن $P$ هي أي نقطة على $\overline{AB}$. $\overline{PS}$ عمودي على $\overline{BD}$ و $\overline{PR}$ عمودي على $\overline{AC}$. $\overline{AF}$ عمودي على $\overline{BD}$ و $\overline{PQ}$ عمودي على $\overline{AF}$. إذن، $PR + PS$ يساوي:",30.13
2274,"In this diagram a scheme is indicated for associating all the points of segment $ \overline{AB}$ with those of segment $ \overline{A'B'}$, and reciprocally. To described this association scheme analytically, let $ x$ be the distance from a point $ P$ on $ \overline{AB}$ to $ D$ and let $ y$ be the distance from the associated point $ P'$ of $ \overline{A'B'}$ to $ D'$. Then for any pair of associated points, if $ x = a,\, x + y$ equals:
<image1>","في هذا الشكل، يشار إلى مخطط لربط جميع نقاط القطعة $\overline{AB}$ بنقاط القطعة $\overline{A'B'}$، وبالعكس. لوصف مخطط الارتباط هذا تحليليًا، فليكن $x$ المسافة من النقطة $P$ على $\overline{AB}$ إلى $D$ وليكن $y$ المسافة من النقطة المرتبطة $P'$ على $\overline{A'B'}$ إلى $D'$. إذن، لأي زوج من النقاط المرتبطة، إذا كانت $x = a$، فإن $x + y$ تساوي:",6.82
2275,"In this figure the center of the circle is $O$. $AB \perp BC$, $ADOE$ is a straight line, $AP = AD$, and $AB$ has a length twice the radius. Then:
<image1>","في الشكل، مركز الدائرة هو O. لدينا أن $AB \perp BC$، و $ADOE$ خط مستقيم، و $AP = AD$، وأن طول $AB$ يساوي ضعف نصف القطر. إذن:",23.93
2276,"In this diagram $AB$ and $AC$ are the equal sides of an isosceles triangle $ABC$, in which is inscribed equilateral triangle $DEF$. Designate angle $BFD$ by $a$, angle $ADE$ by $b$, and angle $FEC$ by $c$. Then:
<image1>","في هذا الشكل، يمثل $AB$ و $AC$ الساقين المتساويين للمثلث متساوي الساقين $ABC$، ويُرتسم فيه مثلث متساوي الأضلاع $DEF$. نرمز للزاوية $BFD$ بالرمز $a$، والزاوية $ADE$ بالرمز $b$، والزاوية $FEC$ بالرمز $c$. إذن:",26.7
2277,"Chord $EF$ is the perpendicular bisector of chord $BC$, intersecting it in $M$. Between $B$ and $M$ point $U$ is taken, and $EU$ extended meets the circle in $A$. Then, for any selection of $U$, as described, triangle $EUM$ is similar to triangle:

<image1>","الوتر $EF$ هو المنصف العمودي للوتر $BC$، ويتقاطع معه في النقطة $M$. تُؤخذ النقطة $U$ بين $B$ و $M$، ويقطع امتداد $EU$ الدائرة في النقطة $A$. إذن، لأي اختيار لـ $U$ كما هو موصوف، يشابه المثلث $EUM$ المثلث:",24.6
2278,"Point $F$ is taken in side $AD$ of square $ABCD$. At $C$ a perpendicular is drawn to $CF$, meeting $AB$ extended at $E$. The area of $ABCD$ is $256$ square inches and the area of triangle $CEF$ is $200$ square inches. Then the number of inches in $BE$ is:

<image1>","تُؤخذ النقطة $F$ على الضلع $AD$ للمربع $ABCD$. ومن النقطة $C$، يُرسم عمود على $CF$، ويقطع امتداد $AB$ عند النقطة $E$. إذا كانت مساحة $ABCD$ هي 256 بوصة مربعة ومساحة المثلث $CEF$ هي 200 بوصة مربعة، فكم هو طول $BE$ بالبوصة؟",26.97
2279,"Point $F$ is taken on the extension of side $AD$ of parallelogram $ABCD$. $BF$ intersects diagonal $AC$ at $E$ and side $DC$ at $G$. If $EF = 32$ and $GF = 24$, then $BE$ equals:


<image1>","تُؤخذ النقطة $F$ على امتداد الضلع $AD$ لمتوازي الأضلاع $ABCD$. يتقاطع $BF$ مع القطر $AC$ عند النقطة $E$ ومع الضلع $DC$ عند النقطة $G$. إذا كانت $EF = 32$ و $GF = 24$، فإن $BE$ يساوي:",23.23
2280,"In triangle $ABC$ lines $CE$ and $AD$ are drawn so that

$\frac{CD}{DB}=\frac{3}{1}$ and $\frac{AE}{EB}=\frac{3}{2}$. Let $r=\frac{CP}{PE}$

where $P$ is the intersection point of $CE$ and $AD$. Then $r$ equals:

<image1>","في المثلث $ABC$، يتم رسم الخطين $CE$ و $AD$ بحيث أن
$\frac{CD}{DB}=\frac{3}{1}$ و $\frac{AE}{EB}=\frac{3}{2}$. ليكن $r=\frac{CP}{PE}$
حيث $P$ هي نقطة تقاطع $CE$ و $AD$. إذن، قيمة $r$ تساوي:",26.53
2281,"In this figure $\angle RFS = \angle FDR$, $FD = 4$ inches, $DR = 6$ inches, $FR = 5$ inches, $FS = 7\frac{1}{2}$ inches. The length of $RS$, in inches, is:

<image1>","في هذا الشكل، $\angle RFS = \angle FDR$، و $FD = 4$ بوصة، و $DR = 6$ بوصة، و $FR = 5$ بوصة، و $FS = 7\frac{1}{2}$ بوصة. طول $RS$، بالبوصة، هو:",20.22
2282,"$P$ is a point interior to rectangle $ABCD$ and such that $PA=3$ inches, $PD=4$ inches, and $PC=5$ inches.
<image1>
Then $PB$, in inches, equals:","$P$ هي نقطة داخل المستطيل $ABCD$ بحيث أن $PA=3$ بوصة، و $PD=4$ بوصات، و $PC=5$ بوصات.
إذن، $PB$، بالبوصات، يساوي:",19.53
2283,"In this figure the radius of the circle is equal to the altitude of the equilateral triangle $ABC$. The circle is made to roll along the side $AB$, remaining tangent to it at a variable point $T$ and intersecting lines $AC$ and $BC$ in variable points $M$ and $N$, respectively. Let $n$ be the number of degrees in arc $MTN$.
<image1>
Then $n$, for all permissible positions of the circle:","في هذه الشكل، نصف قطر الدائرة يساوي ارتفاع المثلث المتساوي الأضلاع $ABC$. تُجعل الدائرة تتدحرج على الضلع $AB$، وتبقى مماسًا له عند نقطة متغيرة $T$، وتقاطع الخطين $AC$ و $BC$ عند نقطتين متغيرتين $M$ و $N$ على التوالي. ليكن $n$ هو عدد الدرجات في القوس $MTN$.
إذن، قيمة $n$، لجميع المواقع المسموح بها للدائرة:",31.53
2284,"The magnitudes of the sides of triangle $ABC$ are $a$, $b$, and $c$, as shown, with $c\le b\le a$. Through interior point $P$ and the vertices $A$, $B$, $C$, lines are drawn meeting the opposite sides in $A'$, $B'$, $C'$, respectively.
<image1>
Let $s=AA'+BB'+CC'$. Then, for all positions of point $P$, $s$ is less than:","أطوال أضلاع المثلث $ABC$ هي $a$ و $b$ و $c$، كما هو موضح، مع أن $c\le b\le a$. تُرسَم خطوط تمر بالنقطة الداخلية $P$ وبالرؤوس $A$ و $B$ و $C$، وتقطع الأضلاع المقابلة في النقاط $A'$ و $B'$ و $C'$ على التوالي.
ليكن $s=AA'+BB'+CC'$. إذن، لجميع مواقع النقطة $P$، فإن $s$ أقل من:",34.35
2285,"An ""n-pointed star"" is formed as follows: the sides of a convex polygon are numbered consecutively $1,2,\cdots,k,\cdots,n$, $n\geq 5$; for all $n$ values of $k$, sides $k$ and $k+2$ are non-parallel, sides $n+1$ and $n+2$ being respectively identical with sides $1$ and $2$; prolong the $n$ pairs of sides numbered $k$ and $k+2$ until they meet. (A figure is shown for the case $n=5$)
<image1>

Let $S$ be the degree-sum of the interior angles at the $n$ points of the star; then $S$ equals:","يُشكَّل ""نجم ذو $n$ نقطة"" على النحو التالي: تُرقَّم أضلاع مضلع محدب بالتتابع $1, 2, \cdots, k, \cdots, n$، حيث $n \geq 5$؛ وبالنسبة لجميع قيم $k$ في $n$، فإن الضلعين $k$ و $k+2$ ليسا متوازيين، ويُعتبر الضلع $n+1$ مطابقاً للضلع $1$، والضلع $n+2$ مطابقاً للضلع $2$؛ يتم تمديد الأزواج الـ $n$ من الأضلاع المرقمة $k$ و $k+2$ حتى تتقاطع. (يُظهر الشكل حالة $n=5$)

ليكن $S$ مجموع درجات الزوايا الداخلية عند النقاط الـ $n$ للنجم؛ فإن $S$ يساوي:",19.59
2286,"Triangle $ABC$ is inscribed in a circle with center $O'$.  A circle with center $O$ is inscribed in triangle $ABC$. $AO$ is drawn, and extended to intersect the larger circle in $D$.
<image1>
 Then, we must have:","يُحاط المثلث $ABC$ بدائرة مركزها $O'$. وتُحاط دائرة مركزها $O$ بالمثلث $ABC$. يُرْسَم الخط $AO$ ويُمدَّد ليتقاطع مع الدائرة الأكبر في النقطة $D$.
إذن، يجب أن يكون لدينا:",25.98
2287,"<image1>
In this figure $AB$ is a diameter of a circle, centered at $O$, with radius $a$.  A  chord $AD$ is drawn and extended to meet the tangent to the circle at $B$ in point $C$.  Point $E$ is taken on $AC$ so that $AE=DC$.  Denoting the distances of $E$ from the tangent through $A$ and from the diameter $AB$ by $x$ and $y$, respectively, we can deduce the relation:","في هذا الشكل، $AB$ هو قطر لدائرة مركزها $O$ ونصف قطرها $a$. يُرسم وتر $AD$ ويمتد ليتقاطع مع المماس للدائرة عند النقطة $B$ في النقطة $C$. تُؤخذ النقطة $E$ على $AC$ بحيث يكون $AE=DC$. بافتراض أن المسافة من $E$ إلى المماس الذي يمر بـ $A$ هي $x$، والمسافة من $E$ إلى القطر $AB$ هي $y$، يمكننا استنتاج العلاقة:",30.78
2288,"<image1>

In this diagram semi-circles are constructed on diameters $\overline{AB}$, $\overline{AC}$, and $\overline{CB}$, so that they are mutually tangent.  If $\overline{CD} \bot \overline{AB}$, then the ratio of the shaded area to the area of a circle with $\overline{CD}$ as radius is:","في هذا الشكل، تُبنى أنصاف دوائر على أقطار $\overline{AB}$ و $\overline{AC}$ و $\overline{CB}$ بحيث تكون متماسكة بشكل متبادل. إذا كان $\overline{CD}$ عموديًا على $\overline{AB}$، فإن نسبة المساحة المظللة إلى مساحة دائرة نصف قطرها $\overline{CD}$ هي:",25.23
2289,"In this diagram, not drawn to scale, figures $\text{I}$ and $\text{III}$ are equilateral triangular regions with respective areas of $32\sqrt{3}$ and $8\sqrt{3}$ square inches. Figure $\text{II}$ is a square region with area $32$ sq. in. Let the length of segment $AD$ be decreased by $12\frac{1}{2} \%$ of itself, while the lengths of $AB$ and $CD$ remain unchanged. The percent decrease in the area of the square is:
<image1>","في هذا المخطط، غير مرسوم بمقياس الرسم، الشكلان I و III هما منطقتان مثلثيتان متساوية الأضلاع بمساحتين تبلغان $32\sqrt{3}$ و $8\sqrt{3}$ بوصة مربعة على التوالي. أما الشكل II فهو منطقة مربعة بمساحة 32 بوصة مربعة. إذا تم إنقاص طول القطعة المستقيمة $AD$ بنسبة $12\frac{1}{2} \%$ من طولها، بينما يظلان طولا $AB$ و $CD$ دون تغيير، فإن النسبة المئوية لانخفاض مساحة المربع هي:",33.22
2290,"In this diagram the center of the circle is $O$, the radius is $a$ inches, chord $EF$ is parallel to chord $CD, O, G, H, J$ are collinear, and $G$ is the midpoint of $CD$. Let $K$ (sq. in.) represent the area of trapezoid $CDFE$ and let $R$ (sq. in.) represent the area of rectangle $ELMF$. Then, as $CD$ and $EF$ are translated upward so that $OG$ increases toward the value $a$, while $JH$ always equals $HG$, the ratio $K:R$ become arbitrarily close to:
<image1>","في هذا الشكل، مركز الدائرة هو $O$، ونصف القطر هو $a$ بوصة، والوتر $EF$ يوازي الوتر $CD$، والنقاط $O, G, H, J$ تقع على استقامة واحدة، و $G$ هي نقطة المنتصف للوتر $CD$. ليكن $K$ (بوصة مربعة) يمثل مساحة شبه المنحرف $CDFE$ وليكن $R$ (بوصة مربعة) يمثل مساحة المستطيل $ELMF$. عندئذٍ، عندما يتم تحريك $CD$ و $EF$ للأعلى بحيث تزداد قيمة $OG$ باتجاه القيمة $a$، بينما يظل $JH$ مساوياً دائماً لـ $HG$، يصبح التناسب $K:R$ قريباً بشكل تعسفي من:",32.63
2291,"<image1>

A parabolic arch has a height of $16$ inches and a span of $40$ inches.  The height, in inches, of the arch at a point $5$ inches from the center of $M$ is:","يبلغ ارتفاع قوس مكافئ 16 بوصة ومدى 40 بوصة. ما هو ارتفاع القوس، بالبوصة، عند نقطة تبعد 5 بوصات عن مركز M؟",20.64
2292,"Let $OABC$ be a unit square in the $xy$-plane with $O(0,0),A(1,0),B(1,1)$ and $C(0,1)$.  Let $u=x^2-y^2$ and $v=2xy$ be a transformation of the $xy$-plane into the $uv$-plane.  The transform (or image) of the square is:
<image1>
<image2>
<image3>
<image4>
<image5>","ليكن $OABC$ مربعًا وحدة في المستوى $xy$ بالنقاط $O(0,0), A(1,0), B(1,1)$ و $C(0,1)$. ليكن $u=x^2-y^2$ و $v=2xy$ تحويلاً للمستوى $xy$ إلى المستوى $uv$. صورة المربع تحت هذا التحويل هي:",20.67
2293,"In the accompanying figure, segments $AB$ and $CD$ are parallel, the measure of angle $D$ is twice the measure of angle $B$, and the measures of segments $AB$ and $CD$ are $a$ and $b$ respectively.
<image1>
Then the measure of $AB$ is equal to","في الشكل المرفق، القطعتان $AB$ و $CD$ متوازيتان، وقياس الزاوية $D$ هو ضعف قياس الزاوية $B$، وقياسا القطعتين $AB$ و $CD$ هما $a$ و $b$ على التوالي.
إذن، قياس $AB$ يساوي",22.42
2294,"Points $A,B,Q,D,$ and $C$ lie on the circle shown and the measures of arcs $\widehat{BQ}$ and $\widehat{QD}$ are $42^\circ$ and $38^\circ$ respectively.
<image1>
The sum of the measures of angles $P$ and $Q$ is","تقع النقاط $A, B, Q, D,$ و $C$ على الدائرة الموضحة، ويساوي قياس القوس $\widehat{BQ}$ وقياس القوس $\widehat{QD}$ $42^\circ$ و $38^\circ$ على التوالي.
ما هو مجموع قياسات الزاويتين $P$ و $Q$؟",29.44
2295,"<image1>

Pascal's triangle is an array of positive integers(See figure), in which the first row is $1$, the second row is two $1$'s, each row begins and ends with $1$, and the $k^\text{th}$ number in any row when it is not $1$, is the sum of the $k^\text{th}$ and $(k-1)^\text{th}$ numbers in the immediately preceding row. The quotient of the number of numbers in the first $n$ rows which are not $1$'s and the number of $1$'s is","مثلث باسكال هو مصفوفة من الأعداد الصحيحة الموجبة (انظر الشكل)، حيث يتكون الصف الأول من العدد 1، ويتكون الصف الثاني من عددين 1، ويبدأ كل صف وينتهي بالعدد 1، ويُعد الرقم $k$ في أي صف، إذا لم يكن 1، مجموع الرقم $k$ والرقم $(k-1)$ في الصف الذي يسبقه مباشرة. ما هو ناتج قسمة عدد الأرقام في أول $n$ صف التي ليست 1 على عدد الأرقام 1؟",25.43
2296,"<image1>

In triangle $ABC$, point $F$ divides side $AC$ in the ratio $1:2$. Let $E$ be the point of intersection of side $BC$ and $AG$ where $G$ is the midpoints of $BF$. The point $E$ divides side $BC$ in the ratio","في المثلث $ABC$، تقسم النقطة $F$ الضلع $AC$ بنسبة $1:2$. ليكن $E$ نقطة تقاطع الضلع $BC$ والقطعة $AG$، حيث $G$ هي نقطة منتصف $BF$. تقسم النقطة $E$ الضلع $BC$ بنسبة",30.95
2297,"<image1>

Quadrilateral $ABCD$ is inscribed in a circle with side $AD$, a diameter of length $4$. If sides $AB$ and $BC$ each have length $1$, then side $CD$ has length","رباعي الأضلاع $ABCD$ مُنْطَبِق في دائرة، حيث يمثل الضلع $AD$ قطرًا طوله 4. إذا كان طولا الضلعين $AB$ و $BC$ هما 1، فما هو طول الضلع $CD$؟",25.08
2298,"<image1>

Inside square $ABCD$ (See figure) with sides of length $12$ inches, segment $AE$ is drawn where $E$ is the point on $DC$ which is $5$ inches from $D$. The perpendicular bisector of $AE$ is drawn and intersects $AE$, $AD$, and $BC$ at points $M$, $P$, and $Q$ respectively. The ratio of segment $PM$ to $MQ$ is","داخل المربع $ABCD$ (انظر الشكل) بأضلاع طولها 12 بوصة، تُرسَم القطعة المستقيمة $AE$ حيث $E$ هي النقطة على $DC$ التي تبعد 5 بوصات عن $D$. يُرسم المنصف العمودي للقطعة $AE$ ويتقاطع مع $AE$ و $AD$ و $BC$ عند النقاط $M$ و $P$ و $Q$ على التوالي. ما هي نسبة القطعة $PM$ إلى $MQ$؟",28.08
2299,"<image1>

If the sum of the measures in degrees of angles $A,~B,~C,~D,~E$ and $F$ in the figure above is $90n$, then $n$ is equal to","إذا كان مجموع قياسات الزوايا A و B و C و D و E و F في الشكل أعلاه يساوي $90n$، فإن $n$ تساوي",18.89
2300,"<image1>

The radius of the smallest circle containing the symmetric figure composed of the $3$ unit squares shown above is",نصف قطر أصغر دائرة محتوية على الشكل المتماثل المكون من المربعات الوحدوية الثلاثة الموضحة أعلاه هو,21.8
2301,"<image1>

In the circle above, $M$ is the midpoint of arc $CAB$ and segment $MP$ is perpendicular to chord $AB$ at $P$. If the measure of chord $AC$ is $x$ and that of segment $AP$ is $(x+1)$, then segment $PB$ has measure equal to","في الدائرة أعلاه، $M$ هي نقطة منتصف القوس $CAB$ والقطعة $MP$ عمودية على الوتر $AB$ عند النقطة $P$. إذا كان قياس الوتر $AC$ هو $x$ وقياس القطعة $AP$ هو $(x+1)$، فإن قياس القطعة $PB$ يساوي",27.12
2302,"<image1>

A rectangular piece of paper $6$ inches wide is folded as in the diagram so that one corner touches the opposite side. The length in inches of the crease $L$ in terms of angle $\theta$ is","تُطوى قطعة ورق مستطيلة بعرض 6 بوصات، كما هو موضح في الشكل، بحيث تلامس إحدى زواياها الجانب المقابل. طول الكسرة $L$ بالبوصات بدلالة الزاوية $\theta$ هو",22.3
2303,"<image1>

Chords $AB$ and $CD$ in the circle above intersect at $E$ and are perpendicular to each other. If segments $AE$, $EB$, and $ED$ have measures $2$, $3$, and $6$ respectively, then the length of the diameter of the circle is","تتقاطع الوتران $AB$ و $CD$ في الدائرة الموضحة أعلاه عند النقطة $E$ وتكون متعامدتين على بعضهما البعض. إذا كانت أطوال المقاطع $AE$ و $EB$ و $ED$ هي $2$ و $3$ و $6$ على التوالي، فما هو طول قطر الدائرة؟",29.78
2304,"<image1>

Equilateral triangle $ABP$ (see figure) with side $AB$ of length $2$ inches is placed inside square $AXYZ$ with side of length $4$ inches so that $B$ is on side $AX$. The triangle is rotated clockwise about $B$, then $P$, and so on along the sides of the square until $P$ returns to its original position. The length of the path in inches traversed by vertex $P$ is equal to","يُوضع مثلث متساوي الأضلاع $ABP$ (انظر الشكل)، الذي طول ضلعه $AB$ هو 2 بوصة، داخل المربع $AXYZ$ الذي طول ضلعه 4 بوصات، بحيث تقع النقطة $B$ على الضلع $AX$. يتم تدوير المثلث باتجاه عقارب الساعة حول النقطة $B$، ثم حول $P$، وهكذا على طول أضلاع المربع حتى تعود النقطة $P$ إلى موقعها الأصلي. يبلغ طول المسار بالبوصة الذي تقطعه الرأس $P$ ما يساوي",30.4
2305,"A circle with a circumscribed and an inscribed square centered at the origin $ O$ of a rectangular coordinate system with positive $ x$ and $ y$ axes $ OX$ and $ OY$ is shown in each figure $ I$ to $ IV$ below.
<image1>

The inequalities
\[ |x| + |y| \leq \sqrt{2(x^2 + y^2)} \leq 2\mbox{Max}(|x|, |y|)\]
are represented geometrically* by the figure numbered","تُوضَّح في كل شكل من الأشكال I إلى IV أدناه دائرة بها مربع مُحيط ومربع مُدْخَل، مُتمركزة عند الأصل $O$ لنظام إحداثيات مستطيل بمحوريه الموجبين $x$ و $y$، وهما $OX$ و $OY$.
المتباينات
\[ |x| + |y| \leq \sqrt{2(x^2 + y^2)} \leq 2\mbox{Max}(|x|, |y|)\]
ممثلة هندسيًا* بالشكل رقم",30.65
2306,"In the unit circle shown in the figure, chords $PQ$ and $MN$ are parallel to the unit radius $OR$ of the circle with center at $O$. Chords $MP$, $PQ$, and $NR$ are each $s$ units long and chord $MN$ is $d$ units long.
<image1>
Of the three equations
\[ \textbf{I.}\ d-s=1, \qquad \textbf{II.}\ ds=1, \qquad \textbf{III.}\ d^2-s^2=\sqrt{5} \]those which are necessarily true are","في الدائرة الوحدة الموضحة في الشكل، الوتران $PQ$ و $MN$ متوازيان لنصف القطر الوحدة $OR$ للدائرة التي مركزها عند $O$. طول كل من الأوتار $MP$ و $PQ$ و $NR$ هو $s$ وحدة، وطول الوتر $MN$ هو $d$ وحدة.
من المعادلات الثلاثة:
\[ \textbf{I.}\ d-s=1, \qquad \textbf{II.}\ ds=1, \qquad \textbf{III.}\ d^2-s^2=\sqrt{5} \]
التي تكون صحيحة بالضرورة هي",28.94
2307,"In the adjoining figure $ABCD$ is a square and $CMN$ is an equilateral triangle. If the area of $ABCD$ is one square inch, then the area of $CMN$ in square inches is
<image1>","في الشكل المرفق، $ABCD$ مربع و $CMN$ مثلث متساوي الأضلاع. إذا كانت مساحة $ABCD$ بوصة مربعة واحدة، فإن مساحة $CMN$ بالبوصة المربعة هي",18.52
2308,"In the adjoining figure $ TP$ and $ T'Q$ are parallel tangents to a circle of radius $ r$, with $ T$ and $ T'$ the points of tangency. $ PT''Q$ is a third tangent with $ T''$ as point of tangency. If $ TP=4$ and $ T'Q=9$ then $ r$ is

<image1>","في الشكل المرفق، $TP$ و $T'Q$ مماسّان متوازيان لدائرة نصف قطرها $r$، حيث $T$ و $T'$ هما نقاط التماس. و $PT''Q$ مماس ثالث، وتكون $T''$ هي نقطة التماس. إذا كانت $TP=4$ و $T'Q=9$، فما هي قيمة $r$؟",27.31
