id,question,arabic_question,translation_time_sec
2790,"A regular octahedron has eight equilateral triangle faces with four faces meeting at each vertex. Jun will make the regular octahedron shown on the right by folding the piece of paper shown on the left. Which numbered face will end up to the right of $Q$?

<image1>",الوجه رقم ٣ سيكون على اليمين من النقطة Q.,3.02
2791,"An equilateral triangle is placed inside a larger equilateral triangle so that the region between them can be divided into three congruent trapezoids, as shown below. The side length of the inner triangle is $\frac{2}{3}$ the side length of the larger triangle. What is the ratio of the area of one trapezoid to the area of the inner triangle?
<image1>",ما هي النسبة بين مساحة مثلث واحد من المثلثات المتساوية الأضلاع الثلاثة المحصورة بينهما ومساحة المثلث الداخلي؟,3.69
2792,"Each square in a $3 \times 3$ grid is randomly filled with one of the $4$ gray-and-white tiles shown below on the right.<image1>
What is the probability that the tiling will contain a large gray diamond in one of the smaller $2\times 2$ grids? Below is an example of one such tiling.
<image2>","ما هي احتمالية احتواء التلبيس على ماسة رمادية كبيرة في أحد مربعات $2 \times 2$ الأصغر؟

(ملاحظة: لم يتم تضمين الصور المذكورة في الطلب، لذا لا يمكنني تقديم ترجمة مرئية.)",4.59
2793,"Isosceles $\triangle$ $ABC$ has equal side lengths $AB$ and $BC$. In the figure below, segments are drawn parallel to $\overline{AC}$ so that the shaded portions of $\triangle$ $ABC$ have the same area. The heights of the two unshaded portions are 11 and 5 units, respectively. What is the height of $h$ of $\triangle$ $ABC$?

<image1>","ما ارتفاع مثلث $ABC$، المُسمى $h$؟

(يُرجى ملاحظة أنني لم أستطع عرض الصورة أو رسمها في ترجمتي النصية.)",3.98
2794,S-Corporation designs its logo by linking together $4$ semicircles along the diameter of a unit circle. Find the perimeter of the shaded portion of the logo.\n<image1>,تحدد محيط الجزء المظلل من الشعار بقيمة $\frac{3\pi}{2}$ وحدة.,3.27
2795,"Consider the figure <image1>, where every small triangle is equilateral with side length $1$. Compute the area of the polygon $ AEKS $.",حسب الشكل <الصورة1>، حيث كل مثلث صغير متساوي الأضلاع بطول ضلع 1 وحدة، احسب مساحة المثلث $AEKS$.,3.96
2796,"Let $\vartriangle ABC$ be an equilateral triangle with side length $M$ such that points $E_1$ and $E_2$ lie on side $AB$, $F_1$ and $F_2$ lie on side $BC$, and $G1$ and $G2$ lie on side $AC$, such that $$m = \overline{AE_1} = \overline{BE_2} = \overline{BF_1} = \overline{CF_2} = \overline{CG_1} = \overline{AG_2}$$and the area of polygon $E_1E_2F_1F_2G_1G_2$ equals the combined areas of $\vartriangle AE_1G_2$, $\vartriangle BF_1E_2$, and $\vartriangle CG_1F_2$. Find the ratio $\frac{m}{M}$.\n<image1>",ما هي النسبة بين \(\frac{m}{M}\)؟,3.0
2797,"A group of aliens from Gliese $667$ Cc come to Earth to test the hypothesis that mathematics is indeed a universal language. To do this, they give you the following information about their mathematical system:\n\n$\bullet$ For the purposes of this experiment, the Gliesians have decided to write their equations in the same syntactic format as in Western math. For example, in Western math, the expression “$5+4$” is interpreted as running the “$+$” operation on numbers $5$ and $4$. Similarly, in Gliesian math, the expression $\alpha \gamma \beta$ is interpreted as running the “$\gamma $” operation on numbers $\alpha$ and $ \beta$.\n\n$\bullet$ You know that $\gamma $ and $\eta$ are the symbols for addition and multiplication (which works the same in Gliesian math as in Western math), but you don't know which is which. By some bizarre coincidence, the symbol for equality is the same in Gliesian math as it is in Western math; equality is denoted with an “$=$” symbol between the two equal values.\n\n$\bullet$ Two symbols that look exactly the same have the same meaning. Two symbols that are different have different meanings and, therefore, are not equal.\n\nThey then provide you with the following equations, written in Gliesian, which are known to be true:<image1>\n What is the human number equivalent of $๑$ ?",ما هو العدد البشري المكافئ لـ $๑$؟,3.0
2798,"Right triangular prism $ABCDEF$ with triangular faces $\vartriangle ABC$ and $\vartriangle DEF$ and edges $\overline{AD}$, $\overline{BE}$, and $\overline{CF}$ has $\angle ABC = 90^o$ and $\angle EAB = \angle CAB = 60^o$ . Given that $AE = 2$, the volume of $ABCDEF$ can be written in the form $\frac{m}{n}$ , where $m$ and $n$ are relatively prime positive integers. Compute $m + n$.\n<image1>","حجم البرميل الثلاثي الأضلاع $ABCDEF$ الذي يحتوي على وجوه مثلثة $\triangle ABC$ و $\triangle DEF$ وحواف $\overline{AD}$, $\overline{BE}$, و $\overline{CF}$، حيث $\angle ABC = 90^\circ$ و $\angle EAB = \angle CAB = 60^\circ$، ومعطى أن $AE = 2$، يمكن كتابة حجمه على شكل $\frac{m}{n}$, حيث $m, n$ عددان صحيحان نسبياً إيجابيان. احسب $m + n$.",7.18
2799,"Alice is standing on the circumference of a large circular room of radius $10$. There is a circular pillar in the center of the room of radius $5$ that blocks Alice's view. The total area in the room Alice can see can be expressed in the form $\frac{m\pi}{n} +p\sqrt{q}$, where $m$ and $n$ are relatively prime positive integers and $p$ and $q$ are integers such that $q$ is square-free. Compute $m + n + p + q$. (Note that the pillar is not included in the total area of the room.)\n<image1>","تحتل أليس مكانًا على محيط غرفة دائرية كبيرة بقطر 10، يوجد عمود دائري في مركز الغرفة بقطر 5 يحجب رؤيتها. يمكن التعبير عن المساحة الإجمالية في الغرفة التي تستطيع أليس رؤيتها على شكل $\frac{m\pi}{n} + p\sqrt{q}$, حيث m و n عددان صحيحان إيجابيان نسبيا، و p و q عددان صحيحان بحيث q خالٍ من المربعات. احسب $m + n + p + q$. (ملاحظة: لا يشمل العمود في حساب المساحة الإجمالية للغرفة).",7.59
2800,"Let $A_1 = (0, 0)$, $B_1 = (1, 0)$, $C_1 = (1, 1)$, $D_1 = (0, 1)$. For all $i > 1$, we recursively define\n$$A_i =\frac{1}{2020} (A_{i-1} + 2019B_{i-1}),B_i =\frac{1}{2020} (B_{i-1} + 2019C_{i-1})$$$$C_i =\frac{1}{2020} (C_{i-1} + 2019D_{i-1}), D_i =\frac{1}{2020} (D_{i-1} + 2019A_{i-1})$$where all operations are done coordinate-wise.\n\nIf $[A_iB_iC_iD_i]$ denotes the area of $A_iB_iC_iD_i$, there are positive integers $a, b$, and $c$ such that $\sum_{i=1}^{\infty}[A_iB_iC_iD_i] = \frac{a^2b}{c}$, where $b$ is square-free and $c$ is as small as possible. Compute the value of $a + b + c$\n<image1>","يُعرَّف بشكل متكرر:

لجميع $i > 1$:

$$A_i = \frac{1}{2020} (A_{i-1} + 2019B_{i-1})$$
$$B_i = \frac{1}{2020} (B_{i-1} + 2019C_{i-1})$$
$$C_i = \frac{1}{2020} (C_{i-1} + 2019D_{i-1})$$
$$D_i = \frac{1}{2020} (D_{i-1} + 2019A_{i-1})$$

حيث تُجرى جميع العمليات تنسيقياً.

إذا كان $[A_iB_iC_iD_i]$ يمثل مساحة $A_iB_iC_iD_i$، فهناك أعداد صحيحة موجبة $a$, و $b$, و $c$ بحيث:

$$\sum_{i=1}^{\infty} [A_iB_iC_iD_i] = \frac{a^2b}{c}$$

حيث يكون $b$ خالياً من الجذور التربيعية و $c$ أصغر قيمة ممكنة. احسب قيمة $a + b + c$.",13.89
2801,"Equilateral triangle $ABC$ has side length $2$. A semicircle is drawn with diameter $BC$ such that it lies outside the triangle, and minor arc $BC$ is drawn so that it is part of a circle centered at $A$. The area of the “lune” that is inside the semicircle but outside sector $ABC$ can be expressed in the form $\sqrt{p}-\frac{q\pi}{r}$, where $p, q$, and $ r$ are positive integers such that $q$ and $r$ are relatively prime. Compute $p + q + r$.\n<image1>","المثلث المتساوي الأضلاع ABC له طول ضلع 2. يرسم نصف دائرة بقطر BC بحيث يقع خارج المثلث، ويرسم القوس الصغير BC ليكون جزءًا من دائرة مركزها عند A. يمكن التعبير عن مساحة ""القمر"" الموجود داخل النصف دائرة ولكن خارج القطاع ABC على شكل √p - (qπ/r)، حيث p و q و r أعداد صحيحة موجبة بحيث تكون q و r نسبية أولى. احسب p + q + r.",6.55
2802,"Sheila is making a regular-hexagon-shaped sign with side length $ 1$. Let $ABCDEF$ be the regular hexagon, and let $R, S,T$ and U be the midpoints of $FA$, $BC$, $CD$ and $EF$, respectively. Sheila splits the hexagon into four regions of equal width: trapezoids $ABSR$, $RSCF$ , $FCTU$, and $UTDE$. She then paints the middle two regions gold. The fraction of the total hexagon that is gold can be written in the form $m/n$ , where m and n are relatively prime positive integers. Compute $m + n$.\n<image1>",تحول شيلا الهكساغون المنتظم ذا الجانب الواحد إلى أربعة مناطق متساوية العرض: المثلثات التربيعية ABSR وRSCF وFCTU وUTDE، ثم تقوم بطلاء المنطقتين الأوسطتين باللون الذهبي. يمكن التعبير عن نسبة المساحة الذهبية من الهكساغون الكلي على شكل كسر m/n، حيث m وn عددان صحيحان إيجابيان نسبياً. احسب m + n.,6.29
2803,"In the star shaped figure below, if all side lengths are equal to $3$ and the three largest angles of the figure are $210$ degrees, its area can be expressed as $\frac{a \sqrt{b}}{c}$ , where $a, b$, and $c$ are positive integers such that $a$ and $c$ are relatively prime and that $b$ is square-free. Compute $a + b + c$.\n<image1>","في الشكل النجمي أدناه، إذا كانت جميع أطوال الجوانب تساوي 3 و الزوايا الثلاث الأكبر في الشكل هي 210 درجة، يمكن التعبير عن مساحة الشكل على أنها $\frac{a \sqrt{b}}{c}$, حيث $a, b$, و $c$ هي أعداد صحيحة موجبة بحيث $a$ و $c$ نسبيان و $b$ خالي من المربعات. احسب $a + b + c$.",6.33
2804,"On the first day of school, Ashley the teacher asked some of her students what their favorite color was and used those results to construct the pie chart pictured below. During this first day, $165$ students chose yellow as their favorite color. The next day, she polled $30$ additional students and was shocked when none of them chose yellow. After making a new pie chart based on the combined results of both days, Ashley noticed that the angle measure of the sector representing the students whose favorite color was yellow had decreased. Compute the difference, in degrees, between the old and the new angle measures.\n<image1>",حسبت أشتي المعلمة في اليوم الأول من المدرسة ما هي ألوانهم المفضلة لدى بعض طلابها واستخدمت النتائج لإنشاء مخطط الدائرة الموجود أدناه. خلال هذا اليوم الأول، اختار 165 طالبًا اللون الأصفر كألوانهم المفضلة. في اليوم التالي، استطلعت آراء 30 طالبًا إضافيًا وكانت مفاجأة لها عندما لم يختار أي منهم اللون الأصفر. بعد إنشاء مخطط دائرة جديد يعتمد على النتائج المجمعة لكلا اليومين، لاحظت أشتي أن قياس الزاوية للقطاع الذي يمثل الطلاب الذين كانت ألوانهم المفضلة صفراء قد انخفض. احسب الفرق، بالدرجات، بين قياسي الزاوية القديم والجديد.,8.84
2805,"Consider $27$ unit-cubes assembled into one $3 \times 3  \times  3$ cube. Let $A$ and $B$ be two opposite corners  of this large cube. Remove the one unit-cube not visible from the exterior, along with all six unit-cubes in the center of each face. Compute the minimum distance an ant has to walk along the surface of the modified cube to get from $A$ to $B$.\n<image1>",يجب على النملة السير عبر سطح المكعب المعدل لمسافة لا تقل عن 3 وحدات.,3.28
2806,"Parallelograms $ABGF$, $CDGB$ and $EFGD$ are drawn so that $ABCDEF$ is a convex hexagon, as shown. If $\angle ABG = 53^o$ and $\angle CDG = 56^o$, what is the measure of $\angle EFG$, in degrees?\n<image1>",ما هو قياس الزاوية $\angle EFG$، بالدرجات؟,2.97
2807,"Let equilateral triangle $\vartriangle ABC$ be inscribed in a circle $\omega_1$ with radius $4$. Consider another circle $\omega_2$ with radius $2$ internally tangent to $\omega_1$ at $A$. Let $\omega_2$ intersect sides $AB$ and $AC$ at $D$ and $E$, respectively, as shown in the diagram. Compute the area of the shaded region.\n<image1>",حساب مساحة المنطقة الظليلة.,2.69
2808,"Big Chungus has been thinking of a new symbol for BMT, and the drawing below is what he came up with. If each of the $16$ small squares in the grid are unit squares, what is the area of the shaded region?\n<image1>",مساحة المنطقة الظلّية هي 48 وحدة مربعة.,2.92
2809,"Sohom constructs a square $BERK$ of side length $10$. Darlnim adds points $T$, $O$, $W$, and $N$, which are the midpoints of $\overline{BE}$, $\overline{ER}$, $\overline{RK}$, and $\overline{KB}$, respectively. Lastly, Sylvia constructs square $CALI$ whose edges contain the vertices of $BERK$, such that $\overline{CA}$ is parallel to $\overline{BO}$. Compute  the area of $CALI$.\n<image1>","مساحة مربع ""كالي"" هي 100 وحدة مربعة.",2.96
2810,"In the diagram below, all circles are tangent to each other as shown. The six outer circles are all congruent to each other, and the six inner circles are all congruent to each other. Compute the ratio of the area of one of the outer circles to the area of one of the inner circles.\n<image1>",حسب الرسم التوضيحي أدناه، حيث جميع الدوائر متلامسة كما هو موضح، فإن الدوائر الخارجية الستة متساوية، والدوائر الداخلية الستة متساوية أيضًا. احسب نسبة مساحة إحدى الدوائر الخارجية إلى مساحة إحدى الدوائر الداخلية.,4.73
2811,"In the diagram below, the three circles and the three line segments are tangent as shown. Given that the radius of all of the three circles is $1$, compute the area of the triangle.\n<image1>","حسب الرسم التوضيحي أدناه، حيث تكون الدوائر الثلاثة والأضلاع الثلاثة متلامسة كما هو موضح، وحيث أن نصف قطر كل من الدوائر الثلاثة يساوي $1$، احسب مساحة المثلث.

<image1>",4.61
2812,"A $101\times 101$ square grid is given with rows and columns numbered in order from $1$ to $101$. Each square that is contained in both an even-numbered row and an even-numbered column is cut out. A small section of the grid is shown below, with the cut-out squares in black. Compute the maximum number of $L$-triominoes (pictured below) that can be placed in the grid so that each $L$-triomino lies entirely inside the grid and no two overlap. Each $L$-triomino may be placed in the orientation pictured below, or rotated by $90^\circ$, $180^\circ$, or $270^\circ$.\n<image1>",حُدد أكبر عدد من مثلثات L (L-triominoes) التي يمكن وضعها في شبكة مربعة بحجم 101×101 بحيث تكون كل مثلثة داخل الشبكة ولا تتداخل أي منها مع الأخرى. يمكن وضع مثلثات L بالاتجاهات الموضحة أدناه، أو بمقدار 90 درجة، أو 180 درجة، أو 270 درجة.,5.83
2813,"Consider the figure below, not drawn to scale.\nIn this figure, assume that$AB \perp BE$ and $AD  \perp DE$. Also, let $AB = \sqrt{6}$ and $\angle BED =\frac{\pi}{6}$ . Find $AC$.\n<image1>",تحديدًا في الشكل الموضح، والذي ليس مقياسًا، نفترض أن $AB \perp BE$ و $AD \perp DE$. أيضًا، نُعطى أن $AB = \sqrt{6}$ و $\angle BED =\frac{\pi}{6}$. ابحث عن قيمة $AC$.,5.21
2814,Consider a $1$ by $2$ by $3$ rectangular prism. Find the length of the shortest path between opposite corners $A$ and $B$ that does not leave the surface of the prism.\n<image1>,"الطول الأقصر للمسار بين الزاويتين المتعارضتين ""أ"" و""ب"" دون مغادرة سطح المكعب المستطيل الذي أبعاده 1×2×3 هو 2.",4.07
2815,"In the diagram below, $A$ and $B$ trisect $DE$, $C$ and $A$ trisect $F G$, and $B$ and $C$ trisect $HI$. Given that $DI = 5$, $EF = 6$, $GH = 7$, find the area of $\vartriangle ABC$.\n<image1>",حسب الرسم التوضيحي أدناه، حيث $A$ و $B$ يقسمان $DE$ إلى ثلاثة أجزاء متساوية، و $C$ و $A$ يقسمان $FG$ إلى ثلاثة أجزاء متساوية، و $B$ و $C$ يقسمان $HI$ إلى ثلاثة أجزاء متساوية، ونُعطى أن $DI = 5$، و $EF = 6$، و $GH = 7$، احسب مساحة مثلث $ABC$.,6.34
2816,"Suppose we have a hexagonal grid in the shape of a hexagon of side length $4$ as shown at left. Define a “chunk” to be four tiles, two of which are adjacent to the other three, and the other two of which are adjacent to just two of the others. The three possible rotations of these are shown at right.\n\nIn how many ways can we choose a chunk from the grid?\n<image1>","بافتراض أن لدينا شبكة سداسية على شكل سداسي بطول ضلع 4 كما هو موضح على اليسار، نُعرّف ""قطعة"" على أنها أربع بلاطات، اثنتان منها متجاورتان مع الثلاث الأخرى، واثنتان أخريان متجاورتان فقط مع اثنتين من البقية. تُظهر الصور الثلاث المحتملة للدورات هذه على اليمين.

بكم طريقة يمكننا اختيار قطعة من الشبكة؟",6.46
2817,"Suppose that in a group of $6$ people, if $A$ is friends with $B$, then $B$ is friends with $A$. If each of the $6$ people draws a graph of the friendships between the other $5$ people, we get these $6$ graphs, where edges represent\nfriendships and points represent people.\n\nIf Sue drew the first graph, how many friends does she have?\n<image1>","كم صديق لدى ""سيو""؟",2.72
2818,"Consider the $5\times 5$ grid $Z^2_5 = \{(a, b) : 0 \le a, b \le 4\}$.\nSay that two points $(a, b)$,$(x, y)$ are adjacent if $a - x  \equiv  -1, 0, 1$ (mod $5$) and $b - y \equiv -1, 0, 1$ (mod $5$) .\nFor example, in the diagram, all of the squares marked with $\cdot$ are adjacent to the square marked with $\times$.\n\nWhat is the largest number of $\times$ that can be placed on the grid such that no two are adjacent?\n<image1>","ما هو أكبر عدد من الرموز ""×"" التي يمكن وضعها على الشبكة بحيث لا يكون أي منها متجاوراً؟",3.4
2819,"Consider constructing a tower of tables of numbers as follows. <image1> <image2> The first table is a one by one array containing the single number $1$.\nThe second table is a two by two array formed underneath the first table and built as followed. For each entry, we look at the terms in the previous table that are directly up and to the left, up and to the right, and down and to the right of the entry, and we fill that entry with the sum of the numbers occurring there. If there happens to be no term at a particular location, it contributes a value of zero to the sum.\n\nThe diagram above shows how we compute the second table from the first.\nThe diagram below shows how to then compute the third table from the second.\n\nFor example, the entry in the middle row and middle column of the third table is equal the sum of the top left entry $1$, the top right entry $0$, and the bottom right entry $1$ from the second table, which is just $2$.\nSimilarly, to compute the bottom rightmost entry in the third table, we look above it to the left and see that the entry in the second table's bottom rightmost entry is $1$. There are no entries from the second table above it and to the right or below it and to the right, so we just take this entry in the third table to be $1$.\nWe continue constructing the tower by making more tables from the previous tables. Find the entry in the third (from the bottom) row of the third (from the left) column of the tenth table in this resulting tower.",ابحث عن القيمة الموجودة في الصف الثالث (من الأسفل) والعمود الثالث (من اليسار) من الطاولة العاشرة في هذا البرج الناتج.,3.87
2820,We define the $\emph{weight}$ of a path to be the sum of the numbers written on each edge of the path. Find the minimum weight among all paths in the graph below that visit each vertex precisely once. \n<image1>,"نحدد وزن المسار كمجموع الأرقام المكتوبة على كل حافة من مسارات الرسم البياني. نجد الوزن الأدنى بين جميع المسارات في الرسم البياني أدناه والتي تزور كل عقدة مرة واحدة.

<صورة 1>",4.6
2821,"Right isosceles triangle $T$ is placed in the first quadrant of the coordinate plane.  Suppose that the projection of $T$ onto the $x$-axis has length $6$, while the projection of $T$ onto the $y$-axis has length $8$.  What is the sum of all possible areas of the triangle $T$?\n<image1>",ما هو مجموع جميع المساحات الممكنة للمثلث $T$؟,3.0
2822,"Ryan stands on the bottom-left square of a 2017 by 2017 grid of squares, where each square is colored either black, gray, or white according to the pattern as depicted to the right. Each second he moves either one square up, one square to the right, or both one up and to the right, selecting between these three options uniformly and independently. Noting that he begins on a black square, find the probability that Ryan is still on a black square after 2017 seconds.\n<image1>",احتمالية بقاء رايان على مربع أسود بعد 2017 ثانية.,3.08
2823,"The figure below depicts two congruent triangles with angle measures $40^\circ$, $50^\circ$, and $90^\circ$.  What is the measure of the obtuse angle $\alpha$ formed by the hypotenuses of these two triangles?\n<image1>","ما هو قياس الزاوية الحادة $\alpha$ المشكلة من قبل الضلعين المحاذيين لذروة هاتين المثلثين المتساويين؟

(يرجى ملاحظة أن الصورة غير متاحة للترجمة)",4.53
2824,"On Misha's new phone, a passlock consists of six circles arranged in a $2\times 3$ rectangle. The lock is opened by a continuous path connecting the six circles; the path cannot pass through a circle  on the way between two others (e.g. the top left and right circles cannot be adjacent).  For example, the left path shown below is allowed but the right path is not.  (Paths are considered to be oriented, so that a path starting at $A$ and ending at $B$ is different from a path starting at $B$ and ending at $A$.  However, in the diagrams below, the paths are valid/invalid regardless of orientation.)  How many passlocks are there consisting of all six circles?\n<image1>",كم عدد أقفال المرور التي تتكون من جميع الدوائر الست؟,3.03
2825,"Adam has a circle of radius $1$ centered at the origin.\n\n- First, he draws $6$ segments from the origin to the boundary of the circle, which splits the upper (positive $y$) semicircle into $7$ equal pieces.\n\n- Next, starting from each point where a segment hit the circle, he draws an altitude to the $x$-axis.\n\n- Finally, starting from each point where an altitude hit the $x$-axis, he draws a segment directly away from the bottommost point of the circle $(0,-1)$, stopping when he reaches the boundary of the circle.\n\nWhat is the product of the lengths of all $18$ segments Adam drew?\n<image1>",ما هو منتج أطوال كل قطاعات آدم الستة عشر التي رسمها؟,3.07
2826,"Four semicircles of radius $1$ are placed in a square, as shown below. The diameters of these semicircles lie on the sides of the square and each semicircle touches a vertex of the square. Find the absolute difference between the shaded area and the ""hatched"" area.\n<image1>",الفرق المطلق بين المنطقة الظلّية ومنطقة الخطوط المتقاطعة هو 4.,3.2
2827,"A regular dodecahedron is a figure with $12$ identical pentagons for each of its faces. Let x be the number of ways to color the faces of the dodecahedron with $12$ different colors, where two colorings are identical if one can be rotated to obtain the other. Compute $\frac{x}{12!}$.\n<image1>","حساب قيمة $\frac{x}{12!}$, حيث $x$ هو عدد الطرق لتلوين وجوه الدوديكاهيد العادي بـ 12 لونًا مختلفًا، مع اعتبار التلوينات متطابقة إذا كان بإمكاننا الحصول على أحدها من خلال دوران الآخر.",4.89
2828,"$7$ congruent squares are arranged into a 'C,' as shown below. If the perimeter and area of the 'C' are equal (ignoring units), compute the (nonzero) side length of the squares.\n<image1>","تحتوي الأشكال المتشابهة للمربعات السبعة، المرتبة على شكل حرف ""C"" كما هو موضح أدناه، إذا كان محيطها ومساحتها متساويين (متجاهلين الوحدات)، على طول جانب غير صفري للمربعات.",4.5
2829,The following diagram uses $126$ sticks of length $1$ to form a “triangulated hollow hexagon” with inner side length $2$ and outer side length $4$. How many sticks would be needed for a triangulated hollow hexagon with inner side length $20$ and outer side length $23$?\n<image1>,كم عدد القضبان اللازمة لتشكيل سداسي فارغ متعدد الأضلاع (مُشكّل من مثلثات) بجانب داخلي طوله 20 وطول جانبي خارجي 23؟,4.31
2830,"Let $A, B, C$, and $D$ be equally spaced points on a circle $O$. $13$ circles of equal radius lie inside $O$ in the configuration below, where all centers lie on $\overline{AC}$ or $\overline{BD}$, adjacent circles are externally tangent, and the outer circles are internally tangent to $O$. Find the ratio of the area of the region inside $O$ but outside the smaller circles to the total area of the smaller circles.\n<image1>",ما هي النسبة بين مساحة المنطقة الواقعة داخل الدائرة الكبرى ولكن خارج الدوائر الأصغر إلى المساحة الإجمالية للدوائر الأصغر؟,3.49
2831,"Triangle $T$ has side lengths $1$, $2$, and $\sqrt{7}$. It turns out that one can arrange three copies of triangle $T$ to form two equilateral triangles, one inside the other, as shown below. Compute the ratio of the area of the outer equilaterial triangle to the area of the inner equilateral triangle.\n<image1>",حساب نسبة مساحة المثلث الخارجي إلى مساحة المثلث الداخلي.,3.03
2832,"Let $T$ be $7$. The diagram below features two concentric circles of radius $1$ and $T$ (not necessarily to scale). Four equally spaced points are chosen on the smaller circle, and rays are drawn from these points to the larger circle such that all of the rays are tangent to the smaller circle and no two rays intersect. If the area of the shaded region can be expressed as $k\pi$ for some integer $k$, find $k$.\n<image1>","تحتوي الصورة أدناه على رسم بياني يُظهر دائرة أصغر ذات نصف قطر 1 ودائرة أكبر ذات نصف قطر T (غير ضروري أن تكون بالمقاييس الحقيقية). يتم اختيار أربع نقاط متساوية المسافات على الدائرة الأصغر، وتُرسم أشعة من هذه النقاط إلى الدائرة الأكبر بحيث تكون كل الأشعة متلامسة للدائرة الأصغر ولا تتقاطع أي منها مع الأخرى. إذا كان بإمكاننا التعبير عن مساحة المنطقة الظليلة كـ $k\pi$ لبعض الأعداد الصحيحة k، فاعثر على قيمة k.
<image1>",7.36
2833,"Let $T$ be $12$. $T^2$ congruent squares are arranged in the configuration below (shown for $T = 3$), where the squares are tilted in alternating fashion such that they form congruent rhombuses between them. If all of the rhombuses have long diagonal twice the length of their short diagonal, compute the ratio of the total area of all of the rhombuses to the total area of all of the squares. (Hint: Rather than waiting for $T$, consider small cases and try to find a general formula in terms of $T$, such a formula does exist.)\n<image1>",احسب نسبة المساحة الإجمالية لجميع المربعات المتشابهة إلى المساحة الإجمالية لجميع المربعات. (نصيحة: بدلاً من الانتظار حتى تُحدد قيمة T، ضع في الاعتبار الحالات الصغيرة وحاول إيجاد صيغة عامة تعبر عن T، وهناك صيغة كهذه موجودة بالفعل).,5.52
2834,"Rays $r_1$ and $r_2$ share a common endpoint. Three squares have sides on one of the rays and vertices on the other, as shown in the diagram. If the side lengths of the smallest two squares are $20$ and $22$, find the side length of the largest square.\n<image1>",تحتوي الأشعة $r_1$ و $r_2$ على نقطة تقاطع مشتركة. هناك ثلاثة مربعات، حيث تقع أضلاع اثنين منها على أحد الأشعة ولها رؤوس على الأخرى، كما هو موضح في الرسم البياني. إذا كانت أطوال أضلاع أصغر مربعين هي 20 و 22، فاحسب طول ضلع أكبر مربع.,5.54
2835,"Blahaj has two rays with a common endpoint A0 that form an angle of $1^o$. They construct a sequence of points $A_0$, $. . . $, $A_n$ such that for all $1 \le i \le n$, $|A_{i-1}A_i | = 1$, and $|A_iA_0| > |A_{i-1}A_0|$. Find the largest possible value of $n$.\n<image1>",ما هي أكبر قيمة ممكنة لـ n؟,2.76
2836,"Suppose Annie the Ant is walking on a regular icosahedron (as shown). She starts on point $A$ and will randomly create a path to go to point $Z$ which is the point directly opposite to $A$. Every move she makes never moves further from Z, and she has equal probability to go down every valid move. What is the expected number of moves she can make?\n<image1>","ما هو عدد الخطوات المتوقعة التي يمكن أن تقوم بها النملة ""آنى"" أثناء سيرها على الإيكوزايد العادي، بدءًا من النقطة ""أ"" وصولاً إلى النقطة ""ز"" المقابلة لها مباشرة؟ حيث لا تبتعد أي خطوة عن النقطة ""ز""، ولها فرصة متساوية للتحرك في كل اتجاه صحيح.",5.66
2837,"Quadrilateral $ABCD$ (with $A, B, C$ not collinear and $A, D, C$ not collinear) has $AB = 4$, $BC = 7$, $CD = 10$, and $DA = 5$. Compute the number of possible integer lengths $AC$.\n<image1>",عدد الأطوال الصحيحة الممكنة لـ \( AC \).,2.91
2838,"Let $T$ be the answer from the previous part. $2T$ congruent isosceles triangles with base length $b$ and leg length $\ell$ are arranged to form a parallelogram as shown below (not necessarily the correct number of triangles). If the total length of all drawn line segments (not double counting overlapping sides) is exactly three times the perimeter of the parallelogram, find $\frac{\ell}{b}$.\n<image1>",إذا كانت $T$ هي الإجابة من الجزء السابق، يتم ترتيب مثلثين متساويي الساقين متطابقين بطول قاعدتهما $b$ وطول ساقيهما $\ell$ لتشكيل مستطيل كما هو موضح أدناه (لا يلزم أن يكون العدد الصحيح للمثلثات). إذا كان طول جميع الخطوط المرسومة (بدون عد الأطراف المتداخلة) يساوي بالضبط ثلاثة أضعاف محيط المستطيل، احسب $\frac{\ell}{b}$.,6.97
2839,Let $T$ be the answer from the previous part. Rectangle $R$ has length $T$ times its width. $R$ is inscribed in a square $S$ such that the diagonals of $ S$ are parallel to the sides of $R$. What proportion of the area of $S$ is contained within $R$?\n<image1>,ما هي النسبة المئوية لمساحة المستطيل $R$ من مساحة المربع $S$؟,3.26
2840,"Sujay and Rishabh are taking turns marking lattice points within a square board in the Cartesian plane with opposite vertices $(1, 1)$,$(n, n)$ for some constant $n$. Sujay loses when the two-point pattern $P$ below shows up. That is, Sujay loses when there exists a pair of points $(x, y)$ and $(x + 2, y + 1)$. He and Rishabh stop marking points when the pattern $P$ appears on the board. If Rishabh goes first, let $S$ be the set of all integers $3 \le n \le 100$ such that Rishabh has a strategy to always trick Sujay into being the one who creates $P$. Find the sum of all elements of $S$.\n<image1>",مجموع جميع العناصر في المجموعة $S$ التي تمثل القيم المحتملة لـ $n$ من $3$ إلى $100$، حيث يمتلك ريشاب استراتيجية لخداع سوجاي دائمًا ليخلق نمط $P$.,4.66
