id,dialect,description,description_dialect,question1,question2,question3,question4,question5,answer1,answer2,answer3,answer4,answer5,no_answer1,no_answer2,no_answer3,no_answer4,no_answer5
bf8d3c6d6322eeb8bcf2146ac25fc2c4,Egyptian,صورة لتمثال فرعوني كبير الحجم، لونه بيج فاتح، يمثل سيدة تحمل طفلاً تقريباً على رجلها. بجانب التمثال، على الجانبين، يوجد تمثالان صغيران يشبهان بعضهما، لكنهما غير متطابقين، ولونهما أسود، ويمثل كل منهما سيدة تحمل طفلاً بين ذراعيها. التماثيل داخل فاترينة زجاجية في متحف الحضارة المصرية. هناك فتاتان تتفرجان على التمثال، والمتحف مزدحم بالزوار. يحتوي المتحف أيضاً على عدة فاترينات أخرى بها تماثيل.,صورة لتمثال فرعوني كبير في الحجم لكن مش ضخم لونه بيج فاتح، التمثال لست وعلى رجلها طفل تقريبا. جنب التمثال على الناحيتين تمثالين صغيرين شبه بعض لكن مش متطابقين، التماثيل لونها أسود ولستات شايله على ايديها طفل. التماثيل جوا فاترينة إزاز في متحف الحضارة المصرية. في بنتين بيتفرجوا على التمثال، وفي ناس كتير في المتحف. المتحف فيه كذا فاترينه تانية فيها تماثيل.,الست صاحبة التمثال الكبير لابسة على راسها تاج زي الملكة؟,هل التماثيل التلاتة بتعبر عن أمهات ولا سيدات بتشتغل مرضعات؟,هل مكتوب بيانات التماثيل دي بترجع للأسرة الكام؟,هل الناس اللي في المتحف فيهم أجانب؟,شكل الصورة بالليل ولا بالنهار ؟,لا مش لابسة تاج فوق راسها., سؤال مش منطقي، هعرف ازاي هما أمهات ولا مرضعات من صورة تمثال.,لا  مش مكتوب في الصوة.,لا كلهم تقريبا شكلهم مصري.,المتحف مقفول فصعب أحدد، لكن ممكن الصبح عشان الصورة شكلها في الشتاء.,False,True,False,False,False
a5ff5ecf4a024f23053944c9a608c9a4,Egyptian,شابات في العشرينات أو الثلاثينات من العمر، ملامحهن آسيوية، بشعر أسود ناعم وبشرة سمراء، يرتدين زي الجيش مع قبعات عسكرية، وإحداهن ترتدي سترة فوق زي الجيش. اثنتان منهن تتبادلان صندوقًا. يقفن في مخزن مليء بالصناديق والأكياس والعلب التي تشبه المستلزمات الطبية. المخزن من الداخل مظلم بعض الشيء، وهناك رجل عسكري يقف فيه. أما في الخارج، فالإضاءة قوية والشمس مشرقة.,شابات في سن العشرين أو التلاتين شكلهم شرق أسيوي بشعر أسود ناعم وملامح أسيوية وسمر، لابسين بدل الجيش وكابات الجيش وواحدة لابسه جاكت. اتنين منهم بيناولوا بعض كرتونة. واقفين في مخزن مليان كراتين وأكياس وعلب شبه المستلزمات الطبية. المخزن من جوا مضلم شوية وواقف فيه راجل في الجيش. لكن من برا الإضاءة جامدة والشمس منورة كويس.,الشابات شكلهم مجندات في الجيش ده ولا متطوعات ولابسين عسكري؟,هل الراجل اللي من الجيش بيوجههم ولا مش بيكلمهم؟,هل شكل الكراتين والمستلزمات الطبية هتخرج كتبرع ومساعدات إنسانية؟,هل الشابات لبسهم مكتوب عليه اسم الجيش اللي بينتموا له؟,هل بره المخزن عربية نقل كانت بتنقل الكراتين دي؟, السؤال لا يمكن اجابته من خلال الصورة لان السؤال يتعلق بطريقة التحاق البنات بالجيش والصورة توضح فقط بنات عاملين بملابس عسكرية ,مش بيكلمهم وواقف بعيد جوة زي ميكون مسئول عن المكان وتنظيمه, غير واضح من الصورة اذا كانت الكراتين والمستلزمات الطبية مساعدات لجهة معينة ولا لأ . وغير مكتوب على الكراتين والمستلزمات سوى الاصناف,لا مش مكتوب عليه اسم الجيش او الدولة . لكن الكاب مكتوب عليه PACHECO وعلى الكتف كلام نصه مش باين وفي منها بحروف اسيوية شبه العربي. وفي واحده على كتفها علم صغير خالص متخيط شبه علم امريكا لكن مش ده اللبس العسكري الامريكي المعروف,لا مفيش عربيات باينة في الصورة,True,False,True,False,False
757dbfd98f7c14d05b8eb7a3509972d9,Egyptian,سور حديدي على كورنيش النيل، ويقابله أشجار قصيرة. في الخلفية يوجد كوبري كبير يعلوه سيارات، ويحتوي على العديد من أعمدة الإنارة. في المنتصف، هناك عمود كهربائي طويل تتدلى منه أسلاك الكهرباء على الجانبين. خلف الكوبري توجد عمارات ومباني وأشجار. تحت الكوبري، تنمو نباتات كثيرة على سطح الماء، ويمتد النيل نفسه حتى الشاطئ، حيث توجد أشجار النخيل على الزرع. السماء صافية، ويبدو أن الوقت هو الصباح الباكر، قبل أن تشتد حرارة الشمس.,سور حديد لكورنيش على النيل وقدامه أشجار قصيرة. في الخلفية كوبري كبير عليه عربيات وعواميد نور كتير وفي النص في عمود كهربا طويل اوي ونازل منه خطوط الكهربا. ورا الكوبري عمارات ومباني وأشجار. تحت الكوبري في زرع كتير على وش الميا ومليان النيل نفسه لحد الشط، وفي على الزرع نخل. السما صافية وتقريبا وقت الصبح بدري أوي قبل ما الشمس تكون جامدة.,العمود الطويل دا يشبه لأبراج الكهربا؟,العمود الطويل مكانه على الكوبري واللا على الأرض؟,الزرع اللي على وش الميه شبه ورد النيل واللا جزيرة طالع عليها ورد؟,في أي أشخاص باينين في الصورة؟,إيه شكل المباني اللي ورا الكوبري؟,اه يشبه أبراج الكهربا شوية , مش ظاهر قاعدة العمود إذا كانت على الكوبري ولا الأرض,أقرب لجزيرة عشان عليها زي شجر,لا مفيش أي أشخاص خالص,المباني شبه عمارات على الطوب الأحمر,False,True,False,False,False
b95d9dcf4a5d109eb344f3b8a9b7c4ba,Egyptian,إمرأة أربعينية في زي العمل، تمسك بمقشة في يد  وجاروف طويل في الأخرى، وتسير إلي جوار سور رخامي سميك، ومن خلف السور تبدو البنايات المحيطة بالماء، من الممكن أن يكون هذا هو بحر الإسكندرية أو نهر النيل؛ فتفاصيله ليست واضحة في الصورة.,ست في سن الأربعين، لابسة يونيفورم الشغل ماسكة مقشة في إيد وجاروف طويل في الإيد التانية، وماشية جنب سور رخام عريض، وباين من ورا السور عمارات كتير محاوطة الميه، ودا ممكن يبقى كورنيش إسكندرية أو كورنيش النيل، بس التفاصيل مش باينة في الصورة.,لون اللبس اللي الست لابساه ايه؟,ازاي العمارات دي محاوطة الماية؟,"
",العمارات دي شكلها منظم ولا عشوائي؟,تعبير وش الست دي عامل ازاي؟,الست لابسه يونيفورم أزرق بتاع عمال النظافة,العمارات على الشط بتاع الميا, السؤال مش ظاهر فمفيش أجابة,مش باين ارتفاعها لكن منظمة من لونها,تعبير وشها تعبان وهي بتشتغل,False,False,True,False,False
871c96f1fc1d57c8c7cd32a9cea969be,Egyptian,"الصورة من أحد الجسور في مصر وعلى الأرجح أنه جزء من الطريق الدائري، اتجاه الكاميرا عمودي على اتجاه الطريق، كما لو أن الصورة تم التقاطها من نافذة جانبية لسيارة، فيظهر سور الطريق وأمامه بنايتان ضخمتان، إحداهما باللون الرملي والأخضر  الباهت، والأخرى باللون الرملي والأحمر الباهت.
","الصورة من على كبري في مصر على الأرجح دا على الطريق الدائري، وزاوية الكاميرا فيها عكس اتجاه الطريق، كأنها متصورة من شباك جانبي لعربية، فظاهر سور الكوبري، وقدامه عمارتين عالين، واحدة منهم لونها بيج في أخضر باهت والتانية بيج في أحمر باهت بردو.
",الصورة متصورة من فوق ولا من شباك العربية؟,الكوبري عليه عواميد نور ؟,سور الكوبري حجارة ولا حديد؟,في أي يفط على العمارات؟,الصورة متصورة بالنهار ولا بالليل؟, None, None, None, None, None,True,True,True,True,True
5e314515b98915777c4ca842985fd5f2,Egyptian,"في الصورة سيدة عجوز سمراء البشرة، ترتدي حجاب أسود كبير وعباءة سوداء واسعة وتمسك بعصا متكأةً عليها وتجلس على مقعد أمام البيت. ورجل أسمر طويل القامة، يرتدي جلباب أبيض.
البيت من مظهره ومن شكل وألوان السجادة المفروشة فوق المقعد يبدو أنه بيت نوبي.
يتضح أن السيدة العجوز منتظرة هذا الرجل الذي يبدو من شكله أنه ابنها، كي يساعدها في الخروج إلى مكان ما.","في الصورة ست عجوزة بشرتها سمرا، لابسة طرحة سودا كبيرة وعباية سودا واسعة وماسكة عصابة ساندة عليها وقاعدة على المصطبة قدام البيت. وراجل أسمراني طويل، ولابس جلابية بيضا.
البيت من شكله ومن شكل وألوان الكليم المفروش على المصطبة يبان بيت نوبي.
واضح إن الست العجوز مستنية الراجل ده اللي شكله ابنها، علشان يساعدها ويخرج معاها مشوار.",البيت اللي قاعده عنده الست شكله والوانه ايه؟,ايه اللي موضح الست ناوية تقوم تخرج؟,في شارع باين في الصورة؟,الجو كان الصبح ولا بالليل؟,الراجل الاسمراني بيعمل ايه بالظبط؟,بيت بسيط شبه بيوت النوبة المبنية، ولونه لبني, مفيش حاجة بتدل أنها هتقوم تخرج حتى العصاية ممكن تكون بتسند عليها عادي,لا مفيش شارع، باين بس قدام البيت في رمل,لا الجو باين الصبح والدنيا منورة بالشمس,بيتحرك خارج من البيت للمكان اللي الست قاعدة فيه,False,True,False,False,False
147ded0dba952b71eee696fe7a3bd6f2,Egyptian,قاعة محاضرات أو ندوات تضم العديد من الأشخاص، رجالاً ونساءً من أعمار مختلفة، لكن جميعهم فوق العشرين. القاعة متدرجة بواسطة سلالم، والكراسي مصنوعة من الجلد بلون لبني وخشبها أسود. لون القاعة بني ومخططة بشكل عرضي، وإضائتها بيضاء، وسقفها أبيض مزين بمصابيح على شكل مربعات. يركز الحضور على المحاضرة، بينما ينظر القليل منهم إلى الكاميرا.,قاعة محاضرات أو ندوات فيها ناس كتير رجالة وستات من أعمار مختلفة بس كلهم كبار فوق العشرين. القاعة متدرجة بسلالم والكراسي جلد لونها لبني وخشبها أسود. القاعة لونها بني ومخططة بالعرض، وإضائتها بيضا، وسقفها أبيض وفي لمض على شكل مربعات. الناس مركزة وباصة للمحاضرة وفي منهم قليل باصص للكاميرا.,عدد الأشخاص اللي في القاعة قد ايه تقريبا؟,هل في أي يفط بتوضح موضوع المحاضرة دي أو الندوة؟,اللي بيقدم المحاضرة أو الندوة ظاهر في الصورة؟,القاعة مكيفة ولا من غير تكيفات؟,الناس اللي في الصورة لابسة لبس عادي ولا فورمال؟,عددهم كبير أكتر من 30 حوالي 50,لا مفيش أي يفط في الصورة,لا الصورة بتركز على اللي بيحضروا الندوة أو المحاضرة بس, مش ظاهر تكييفات لكن شكلها في الأغلب تكييف مركزي,لابسين لبس سيمي فورمال مش كاجوال أوي,False,False,False,True,False
f7333bfa2b9c4ffc19eafd10ad307ceb,Egyptian,رجل مصري يجلس على الأرض مرتديًا جلابية بنية فاتحة وعمامة بيضاء، يبيع ليمونًا أصفر موضوعًا في قفص. بجواره صندوق صغير مفتوح يحتوي على بعض الليمون. الرجل متكئ على عمود أسود، ويبدو أن المكان أمام مدخل سوبر ماركت حيث تظهر ثلاجة بيبسي من الخلف. الصورة التقطت في وضح النهار تحت أشعة الشمس.,صورة لراجل مصري قاعد على الارض لابس جلابية بني فاتح وعمة بيضا وبيبيع لمون أصفر على قفص، وجنبه كرتونة صغيرة مكشوفة فيها شوية لمون. الراجل ساند على عمود أسود، وشكله مدخل سوبر ماركت علشان في تلاجة بيبسي باينة من ضهرها. الصورة متصورة الضهر في الشمس,ممكن توصفلنا ملامح وش الراجل؟,إيه اللي مكتوب على يافطة السوبر ماركت؟ ,في أشخاص تانيين باينين في الصورة؟,ممكن توصفلنا الشارع اللي بياع الليمون واقف فيه؟,إحنا في الصيف واللا في الشتا؟,راجل عجوز أسمر بشنب وتجاعيد حوالين عنيه وشكله مكشر شوية وشقيان كتير., اليافطة مش ظاهرة في الصورة.,لا مفيش غير الراجل دا بس لأن الصورة من مسافة قريبة., الراجل قاعد على أرض فيها بلاط مستطيل مسطح لونه رصاصي وشكله كأنه طوب، وغالبا دا جزء من رصيف مش شارع.,احتمال في الصيف عشان الشمس جامدة شوية.,False,True,False,True,False
d585a7e4be350d1df72da6a8a2aae809,Egyptian,تم التقاط الصورة من أعلى لنهر النيل، وتظهر فيها مراكب تصطف على إحدى ضفتيه، وثمة مركبتان تتحركان في منتصف النهر، وفي منتصف الصورة ثمة جزيرة تعلوها بناية كبيرة، وهي فندق على الأرجح، كما توجد مبان صغيرة أخرى، والجزء المتبقي من الجزيرة يتألف من أشجار ونباتات.,الصورة متصورة من ارتفاع لنهر النيل، وفي مراكب راكنة على الجنب ومركبتين ماشيين في نص النيل، وفي نص الصورة فيه زي جزيرة وعليها مبنى كبير غالبا فندق وفي عليها بردو مباني تانية صغيرة وبقيت الجزيرة شجر وزرع.,هل في اي مباني ظاهر على جنبين النيل؟,تقدر تحدد الصورة دي في أسوان ولا لأ؟,هل المراكب عليها أفراح وحفلات؟,ايه هو لون مبنى الفندق؟,هل في عصافير أو طيور في السما؟,في مباني كتير ظاهرة ممكن تكون فنادق,الطبيعة دي موجودة في الجنوب في الأغلب أسوان, الصورة من على ارتفاع مش واضح الناس بتعمل ايه على المركب,لون مبنى الفندق سيمون محمر ,لا، مفيش أي طيور في السما,False,False,True,False,False
287b762a93199cb909a08c4777708134,Egyptian,الصورة لتمثال فرعوني من الحجارة على شكل حيوان، ربما أنه أسد، ولكنه مقطوع الرأس، ولا يظهر منه إلا رجله وجذعه فحسب، وفي الجزء الأمامي من جسده نقوش هيروغليفية، وللتمثال قاعدة مستطيلة ولكنها مكسورة أيضًا من الأمام، وهو موضوع فوق حجر. ,الصورة لتمثال فرعوني حجارة على شكل حيوان، ممكن يكون أسد، بس راسه مقطوعة ومش باين منه غير رجله وجسمه بس، وفي الجزء اللي قدام من جمسه فيه نقوش بالهيروغليفي، والتمثال له قاعدة مستطيلة بس مكسور منها جزء من قدام بردو، ومحطوط على حجر.,التمثال شكله أثري واللا تقليد؟,إيه شكل المكان اللي موجود فيه التمثال؟,التمثال منحوت من أنهي نوع من الصخور؟,إحنا في أنهي توقيت من اليوم؟,القاعدة بتاعة التمثال من نفس نوع الحجر بتاع التمثال؟,التمثال شكله أثري مش تقليد,محطوط على صخرة على الأرض ممكن تكون ساحة متحف, الحجر لونه أبيض مصفر لكن معرفش أنهي نوع صخور,الإضاءة أقرب لنور الشمس فممكن نكون الصبح,ايوة القاعدة والتمثال من نفس النوع,False,False,True,False,False
0a458933884a175b80a73661927f4ffd,Egyptian,صورة لفازة طويلة وأسطوانية لونها أزرق فيروزي، ولها مقبضان صغيران في الأعلى. لا يظهر ما إذا كانت أثرية أو موجودة في متحف أو معرض. الفازة موضوعة على حامل بني يرفعها. الأرضية والخلفية بألوان بني فاتح، ويظهر خلفها ظل لشيء آخر.,صورة لفازة طويلة وأسطوانية لونها لون الأزرق الفيروزي وليها إيدين صغيرين اوي من فوق، ومش باين إذا كانت أثرية أو في متحف أو معرض. الفازة محطوطة على حامل بني رافعها. الأرضيه والخلفية كلها لونها بني فاتح وباين ورا ضل حاجة تانية.,الحامل اللي عليه الفازة معدن؟,الأرضية اللي في الصورة خشب؟,الفازة عليها اي رسومات او زخارف؟,الفازة اللي في الصورة عليها غطاء ولا مكشوفة؟,الضل اللي باين لشيء في المكان ولا شخص؟, مش باين بسبب الضل اللي في الصورة.,الأرضية مدهونة باللون البني الفاتح، وممكن يكون في خشب تحت الدهان وممكن لا، بس الاحتمال الأكبر انها مش خشب عشان مافيش أي تجاعيد في الدهان.,لا الفازة مش عليها أي رسومات أو زخارف.,الفازة في الصورة مكشوفة معليهاش غطاء.,الضل اللي باين غالبا لشيء في المكان مش لشخص.,True,False,False,False,False
5250c6228ceeabdd9ed2cf0d7a34c815,Egyptian,عازف بيانو يجلس في قاعة مغلقة. العازف أشقر يرتدي بذلة سوداء وحذاء أبيض. يجلس العازف على كرسي خشب وهو يعزف البيانو. يرقص أمامه شاب وشابة اشقران لكن حركتهما سريعة تماما. الأرض عليها بعض الفرش أسود اللون، ربما لحجب الصوت أو سهولة الرقص. الخلفية سوداء تماما. مبعثر على الأرض بعض الأدوات البيضاء والملونة للعرض.,عازف بيانو في قاعة مقفولة، أشقر لابس بدلة سودا وجزمة بيضا. قاعد على كرسي خشب بيعزف على البيانو، وقدامه بيرقص اتنين واحد وواحدة شقر برضه  بس حركتهم سريعة أوي. الأرضية عليها حاجات  لونها أسود اللي بتمنع الصوت أو بتسهل الرقص، والخلفية سودا تماما. وباقي الأرض فيها أدوات بيضا وملونة للعرض.,ملابس الرقاصين عبارة عن ايه؟,عازف البيانو طخين ولا رفيع؟,ايه هي طبيعة الادوات البيضا والملونة دي؟,في اي جمهور ولا ده تدريب على حفلة هتتعمل؟,الصورة مضلمة ولا مضيئة وواضحة؟,الشاب لابس بنطلون لونه بني وقميص أبيض وفي حمالات من البنطلون على القميص، والبنت لابسه فستان أحمر,عازف البيانو جسمه وسطاني لا تخين ولا رفيع,شبه البولينج والحاجات اللي بتتمسك في الرقص اللاتيني, الصورة مركزة على المسرح اللي عليه الناس مش مبينة مكان الجمهور,الصورة منورة وإضائتها بيضا وواضحة,False,False,False,True,False
838e400457498de4e1482fd3e6e49eef,Egyptian,مجموعة كبيرة من الأفراد مفترشين بطاطين قديمة ويقومون بأداء الصلاة عليها فى الشارع خلال النهار وفى فصل الشتاء، وهناك مجموعة منهم يقومون بأداء الصلاة على جواكتهم الشتوية وجميعهم يقومون بأداء صلاة المسلمين، وهناك طفل صغير مميز فيهم يرتدى جاكت شتوى وقبعة شتوية يحاول تقليد الصلاة، خلفهم جميعا دبابة جيش مع مدرعة حربية. ويوجد رصيف ورائه أفراد يقومون بأداء صلاة المسلمين أيضا وورائهم دبابة جيش أخرى ويوجد وراء الدبابة من جهة اليسار أربع عمارات قديمة وأشجار. ومن جهة اليمين ثلاث أبنية مكتوب على أولهم اسم بنك يدعى NSGB والبناء الثاني فوقها لوحة إعلانات زرقاء كبيرة غير واضح ما هو مكتوب فيها.,مجموعة كبيرة من الناس فارشين بطاطين قديمة  وبيصلوا فى الشارع بالنهار وفى الشتا وفى ناس منهم بتصلى على جواكتهم الشتوى، هما مسلمين وفى طفل صغير مميز فيهم لابس شتوى وطاقية شتوى بيحاول يقلدهم في الصلاة ووراهم كلهم دبابة جيش مع مدرعة حربية، وفى زى رصيف كده وراه ناس بتصلى برده منهم إلى ساجد ومنهم إلى واقف وبرده وراهم دبابة وورا الدبابة من جهة الشمال اربع  عمارات قدام وشجر ، ومن جهة اليمين تلت عمارات واحده مكتوب عليها اسم بنك والتاني عليها بفطة زرقة اعلانات مش واضح اللي مكتوب عليها.,هل الصورة دي كانت أثناء ثورة ٢٥ يناير؟,هل المدرعة الحربية والدبابة في جنبهم عساكر واقفين؟,الصفوف بتاعة الصلاة منظمة ولا عشوائية؟,هل في حد من اللي بيصلوا لابس علم مصر او ماسكه؟,هل الناس بتصلي وهي متطمنة ولا خايفة من الدبابة؟, مفيش حاجة بتأكد التاريخ لكن ممكن تكون في الأحداث,المدرعة الحربية واقف جنبها عسكري,صفوف الصلاة عشوائية مش منظمة,لا مفيش أي حد ماسك علم مصر,الناس بتصلي ومتطمنة مش خايفة,True,False,False,False,False
