task_id,question_id,image_path,query_text,ground_truth_code,model_response,code_generation_time,LLM_Judge_Result,LLM_Judge_Reasoning
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
t.forward(small_square_side)
t.left(90)
