id,level,subject,image,question,ground_truth,model_answer,evaluation_passed,run_time,ComplexEval
2735,3,analytic geometry,images/2735.jpg,"يُرسم مثلث رؤوسه A=(1,3)، و B=(5,1)، و C=(4,4) على شبكة مقاس 6×5. فما الكسر الذي يغطيه المثلث من مساحة الشبكة؟",A,\(\frac{7}{30}\),True,1.047,False
2736,3,metric geometry - area,images/2736.jpg,في الشكل المعطى، السداسي $ABCDEF$ متساوي الزوايا، والمربعان $ABJI$ و $FEHG$ مساحاتهما 18 و 32 على التوالي، والمثلث $\triangle JBK$ متساوي الأضلاع و $FE=BC$. فما هي مساحة $\triangle KBC$؟,C,مساحة $\triangle KBC$ هي 12.,True,1.512,False
2737,3,metric geometry - area,images/2737.jpg,تُقطع مربعات طول ضلعها بوصة واحدة من زوايا هذا المربع الذي طول ضلعه 5 بوصات. ما هي مساحة أكبر مربع يمكن وضعه في المساحة المتبقية بالبوصة المربعة؟,C,16,False,0.831,False
2738,2,statistics,images/2738.jpg,يمثل المخطط الشريطي التالي طول (بالأحرف) أسماء 19 شخصًا. فما هو الوسيط لطول هذه الأسماء؟,4,4,True,1.578,True
2739,3,metric geometry - area,images/2739.jpg,"المستطيل $DEFA$ أدناه هو مستطيل مقاس $3 \times 4$ حيث $DC=CB=BA$. مساحة ""أجنحة الخفاش"" هي",C,6,False,1.145,False
2740,2,metric geometry - length,images/2740.jpg,نصف دائرة مُنْطَبِقَة في مثلث متساوي الساقين قاعدته 16 وارتفاعه 15، بحيث يقع قطر نصف الدائرة على قاعدة المثلث كما هو موضح. ما هو نصف قطر نصف الدائرة؟,B,نصف القطر = 7.5,False,1.341,False
2741,2,statistics,images/2741.jpg,كانت أليسيا وبريندا وكولبي المرشحين في انتخابات حديثة لرئاسة الطلاب. يوضح الرسم البياني الدائري أدناه كيفية توزيع الأصوات بين المرشحين الثلاثة. إذا حصلت بريندا على 36 صوتًا، فكم هو إجمالي عدد الأصوات التي أُدلت بها؟,120,120,True,1.644,True
2742,2,combinatorics,images/2742.jpg,في الترتيب التالي من الحروف والأرقام، بعدد المسارات المختلفة التي يمكن بها تهجئة AMC8؟ بدءاً من الحرف A في المنتصف، يسمح المسار بالحركة من حرف إلى حرف مجاور (أعلى، أسفل، يسار، أو يمين، ولكن ليس قطرياً). يتم تتبع مثال لمثل هذا المسار في الصورة.,24,20,False,1.242,False
2743,3,metric geometry - area,images/2743.jpg,في الشكل أدناه، حدد النقطة D على القطعة المستقيمة BC بحيث يتساوى محيط المثلث ACD ومحيط المثلث ABD. فما هي مساحة المثلث ABD؟,D,6,False,1.779,False
2744,3,metric geometry - area,images/2744.jpg,"في الشكل الرباعي غير المحدب ABCD الموضح أدناه، الزاوية $\angle BCD$ قائمة، و $AB=12$، $BC=4$، $CD=3$، و $AD=13$.
ما هي مساحة الشكل الرباعي ABCD؟",24,مساحة الشكل الرباعي ABCD هي 54.,False,1.559,False
2745,2,metric geometry - length,images/2745.jpg,في المثلث القائم الزاوية $ABC$، حيث $AC=12$ و $BC=5$ والزاوية $C$ قائمة، نُقحِّر نصف دائرة داخل المثلث كما هو موضح. فما هو نصف قطر نصف الدائرة؟,D,نصف القطر هو 5.,False,1.473,False
2746,3,metric geometry - area,images/2746.jpg,في الشكل الموضح، هما $\overline{US}$ و $\overline{UT}$ قطعتان مستقيمتان، طول كل منهما 2، وقياس الزاوية $\angle TUS$ هو $60^\circ$. القوسان $\overarc{TR}$ و $\overarc{SR}$ يمثل كل منهما سدس دائرة نصف قطرها 2. ما هي مساحة المنطقة الموضحة؟,B,$\frac{8\sqrt{3}}{3} + \frac{2\pi}{3}$,False,1.162,False
2747,4,combinatorial geometry,images/2747.jpg,الشكل الموضح، ذو الاثني عشر ضلعًا، رُسِمَ على ورق رسم بياني مقاس $1 \text{ سم} \times 1 \text{ سم}$. فما هي مساحة الشكل بوحدة $\text{سم}^2$؟,13,12,False,1.002,False
2748,2,statistics,images/2748.jpg,"سأل السيد غارسيا أعضاء صفه الصحي عن عدد الأيام التي مارَسوا فيها التمارين لمدة 30 دقيقة على الأقل الأسبوع الماضي. تم تلخيص النتائج في الرسم البياني الشريطي التالي، حيث يمثل ارتفاع الأعمدة عدد الطلاب.
ما هو متوسط عدد أيام التمرين الأسبوع الماضي، مقربًا إلى أقرب جزء من مائة، الذي أبلغ عنه طلاب السيد غارسيا؟",4.36,4.14,False,2.114,False
2749,3,metric geometry - area,images/2749.jpg,في الشكل أدناه، قطر كل من الدائرتين الأصغر هو نصف قطر الدائرة الأكبر. إذا كانت المساحة الكلية للدائرتين الأصغر هي 1 وحدة مربعة، فما هي مساحة المنطقة المظللة، بوحدات مربعة؟,D,0.5,False,1.162,False
2750,2,combinatorics,images/2750.jpg,"في هرم الإشارات، تحصل خلية على علامة ""+"" إذا كانت الخليتان تحتها لهما نفس الإشارة، وتحصل على علامة ""-"" إذا كانت الخليتان تحتها لهما إشارات مختلفة. يوضح الشكل أدناه هرم إشارات بأربعة مستويات. ما هو عدد الطرق الممكنة لملء الخلايا الأربع في الصف السفلي لإنتاج علامة ""+"" في قمة الهرم؟",8,8,True,1.173,True
2751,3,metric geometry - area,images/2751.jpg,في المثلث $ABC$، تقع النقطة $E$ على القطعة المستقيمة $AB$ بحيث $AE=1$ و $EB=2$. تقع النقطة $D$ على القطعة المستقيمة $AC$ بحيث $DE \parallel BC$، وتقع النقطة $F$ على القطعة المستقيمة $BC$ بحيث $EF \parallel AC$. ما هي نسبة مساحة الشكل $CDEF$ إلى مساحة المثلث $ABC$؟,A,$\frac{1}{3}$,True,1.459,False
2752,3,metric geometry - area,images/2752.jpg,النقطة $E$ هي نقطة منتصف الضلع $\overline{CD}$ في المربع $ABCD$، ويتقاطع الضلع $\overline{BE}$ مع القطر $\overline{AC}$ عند النقطة $F$. إذا كانت مساحة الشكل الرباعي $AFED$ تساوي 45، فما هي مساحة $ABCD$؟,108,90,False,1.116,False
2753,2,combinatorics,images/2753.jpg,من مثمن منتظم، يتكون مثلث بربط ثلاث رؤوس مختارة عشوائياً من رؤوس المثمن. ما هو احتمال أن يكون ضلع واحد على الأقل من أضلاع المثلث هو أيضاً ضلع من أضلاع المثمن؟,D,C,False,1.294,False
2754,4,solid geometry,images/2754.jpg,في المكعب $ABCDEFGH$ الذي يحتوي على الرؤيتين المتقابلتين $C$ و $E$، $J$ و $I$ هما منتصفا الحافتين $\overline{FB}$ و $\overline{HD}$ على التوالي. ليكن $R$ نسبة مساحة المقطع العرضي $EJCI$ إلى مساحة أحد أوجه المكعب. فما هي قيمة $R^2$؟,C,\( R^2 = \frac{1}{4} \),True,1.345,False
2755,3,metric geometry - area,images/2755.jpg,تُوضع ثلاثة مستطيلات متطابقة معًا لتكوين المستطيل $ABCD$، كما هو موضح في الشكل أدناه. علماً بأن طول الضلع الأقصر لكل مستطيل أصغر هو 5 أقدام، فما هي مساحة المستطيل $ABCD$ بالأقدام المربعة؟,150,مساحة المستطيل $ABCD$ هي 75 قدماً مربعاً.,False,0.891,False
2756,3,metric geometry - area,images/2756.jpg,المضلع الرباعي $ABCD$ معين ومحيطه 52 مترًا. طول القطر $\overline{AC}$ هو 24 مترًا. ما هي مساحة المعين $ABCD$ بالمتر المربع؟,120,مساحة المعين $ABCD$ هي 288 متر مربع.,False,1.707,False
2757,2,statistics,images/2757.jpg,يتحدى سلحفاة أرنباً في سباق. يوافق الأرنب بحماس ويركض بسرعة إلى الأمام، تاركاً السلحفاة البطيئة خلفه. واثقاً من فوزه، يتوقف الأرنب لأخذ قيلولة. في غضون ذلك، تسير السلحفاة بوتيرة بطيئة وثابتة طوال السباق. يستيقظ الأرنب ويركض إلى خط النهاية، ليجد السلحفاة هناك بالفعل. أي من الرسوم البيانية التالية يتطابق مع وصف السباق، ويُظهر المسافة $d$ التي قطعها الحيوانان بمرور الوقت $t$ من البداية إلى النهاية؟,B,D,False,2.038,False
2758,2,combinatorics,images/2758.jpg,يوجد 81 نقطة شبكة (متباعدة بانتظام) في المربع الموضح في الشكل أدناه، بما في ذلك النقاط الواقعة على الحواف. النقطة $P$ هي مركز المربع. إذا تم اختيار النقطة $Q$ عشوائياً من بين النقاط الـ 80 الأخرى، فما هو احتمال أن يكون الخط $PQ$ محور تماثل للمربع؟,C,$\frac{1}{4}$,True,0.865,False
2759,2,statistics,images/2759.jpg,يوضح الشكل عدد الطلاب في تدريب كرة القدم كل يوم عمل خلال الأسبوع الماضي. بعد حساب قيم المتوسط والوسيط، يكتشف المدرب أنه كان هناك في الواقع 21 مشاركًا يوم الأربعاء. أي العبارات التالية تصف التغير في المتوسط والوسيط بعد إجراء التصحيح؟,B,B,True,0.993,True
2760,4,solid geometry,images/2760.jpg,يتم طلاء أوجه مكعب بستة ألوان مختلفة: الأحمر (R)، والأبيض (W)، والأخضر (G)، والبني (B)، والأكوا (A)، والبنفسجي (P). تُعرض ثلاث مناظر للمكعب أدناه. ما هو لون الوجه المقابل للوجه الأكوا؟,A,G,False,1.483,False
2761,3,metric geometry - area,images/2761.jpg,في المثلث $ABC$، تقسم النقطة $D$ الضلع $AC$ بحيث تكون النسبة $AD:DC=1:2$. وليكن $E$ نقطة منتصف $BD$ وليكن $F$ نقطة تقاطع المستقيم $BC$ والمستقيم $AE$. إذا كانت مساحة المثلث $ABC$ تساوي 360، فما هي مساحة المثلث $EBF$؟,30,مساحة المثلث \( EBF \) تساوي 40.,False,1.263,False
2762,4,algebra,images/2762.jpg,تُظهر الصورة أدناه ثلاثة سداسيات بأحجام متزايدة. إذا افترضنا استمرار نمط النقاط بحيث يحتوي كل سداسي تالٍ على حزام نقاط إضافي واحد، فكم عدد النقاط في السداسي التالي؟,37,19,False,1.218,False
2763,4,solid geometry,images/2763.jpg,كعكة عيد ميلاد أكاش على شكل مكعب بأبعاد $4 \times 4 \times 4$ بوصة. الكعكة مغطاة بالتغليفة على السطح العلوي والأوجه الجانبية الأربعة، ولا يوجد تغليفة على القاع. إذا قُطعت الكعكة إلى 64 مكعبًا أصغر، يبلغ قياس كل منها $1 \times 1 \times 1$ بوصة، كما هو موضح أدناه. فكم عدد القطع الصغيرة التي سيكون عليها تغليفة على وجهين بالضبط؟,20,16,False,1.428,False
2764,2,statistics,images/2764.jpg,بعد المدرسة، اتجهت مايا وناومي إلى الشاطئ، الذي يبعد 6 أميال. قررت مايا ركوب الدراجة بينما استقلت نائومي حافلة. يوضح الرسم البياني أدناه رحلاتهما، مشيراً إلى الوقت والمسافة المقطوعة. ما هو الفرق، بالأميال في الساعة، بين متوسط سرعة نائومي ومتوسط سرعة مايا؟,24,2 ميل في الساعة,False,1.082,False
2765,2,statistics,images/2765.jpg,يوجد 20 مدينة في مقاطعة نيوتن. تُعرض أعداد سكانها في الرسم البياني الشريطي أدناه. ويُشار إلى متوسط سكان جميع المدن بالخط المتقطع الأفقي. أي مما يلي هو الأقرب إلى إجمالي سكان جميع المدن العشرين؟,D,60000,False,1.255,False
2766,4,algebra,images/2766.jpg,تمثل كل من النقاط A و B و C و D و E و F في الشكل أدناه رقماً مختلفاً من 1 إلى 6. يمر كل خط من الخطوط الخمسة الموضحة عبر بعض هذه النقاط. يتم جمع الأرقام على طول كل خط لإنتاج 5 مجاميع، واحد لكل خط. المجموع الكلي لهذه المجاميع هو 47. ما هو الرقم الذي يمثله الحرف B؟,5,B = 4,False,1.232,False
2767,3,metric geometry - area,images/2767.jpg,مستطيل $ABCD$ مُرَسَّم داخل نصف دائرة قطرها $\overline{FE}$، كما هو موضح في الشكل. إذا كانت $DA=16$، و $FD=AE=9$، فما هي مساحة $ABCD$؟,240,مساحة المستطيل \(ABCD\) هي \(144\).,False,1.096,False
2768,2,combinatorics,images/2768.jpg,تتكون رقعة لعبة من 64 مربعًا تتناوب ألوانها بين الأسود والأبيض. يوضح الشكل أدناه المربع P في الصف السفلي والمربع Q في الصف العلوي. وُضعت علامة عند P. تتكون الخطوة من تحريك العلامة إلى أحد المربعات البيضاء المجاورة في الصف الذي يعلوه. كم عدد المسارات المكونة من 7 خطوات من P إلى Q؟ (يوضح الشكل مسارًا نموذجيًا).,28,128,True,1.149,False
